"","UMAP_1","UMAP_2"
"BC09_Re_74",1.46437943195303,-2.37657576591522
"BC09_Re_80",4.3450189850231,-3.54028495938331
"BC09_Re_83",1.35050451969107,-2.18518716634065
"BC09_Re_94",1.57746958946188,-2.55878162176162
"BC09_Re_95",4.40498268817862,-3.23062738568336
"BC10_07",3.69725048755606,-1.81824466378242
"BC10_09",-3.75765526081125,-0.254022327966988
"BC10_16",-3.35278451229135,-0.0738055387213827
"BC10_43",3.85089457248648,-1.84380066186935
"BC10_47",-3.37958967472116,-0.0523490586951376
"BC10_54",-3.43210947299997,0.0306318125054239
"BC10_58",-3.41568386341135,0.000353368215262773
"BC10_69",-3.84021103168527,-0.457434860773385
"BC10_73",-3.3299704768757,0.085810216359794
"BC10_80",-3.57384407306711,-0.049885002680123
"BC10_81",-3.70790779377023,-0.571207610674203
"BC10_85",-3.62460839534799,-0.129024235315621
"BC10_95",-3.73366153026621,-0.333221165247262
"BC11_01",-1.55604576850931,-2.03843704030663
"BC11_04",-2.22928893352548,-2.02816520423442
"BC11_07",-1.73826467777292,-1.4390186348632
"BC11_28",1.29723239158591,-2.55196094305068
"BC11_43",-2.08762049461404,-1.90402318329364
"BC11_56",-2.20489990497629,-1.7172727862075
"BC11_69",-2.06692826534311,-1.55951776892692
"BC11_70",-2.08535885597269,-1.80153167039901
"BC11_78",-1.89997064853708,-1.51725306899101
"BC11_81",-2.16487610126535,-1.52365705163032
"BC11_88",-1.84317087913553,-1.79731780082732
