Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-BT-A20W-01A-21R-A14Y-07	0.101073728197609	0	0.0282535146654195	0.144678497015006	0	0.166754962628338	0.0241040707531157	0.0487204694375322	0.131350888613578	0	0	0.0447853101718913	0	0.0175047642633293	0.0851860578998209	0.0576163589030385	0.0652578916114025	0.0159183010414919	0.0687951847984278	0	0	0	0.26	0.0668639242304106	1.06619675686827
TCGA-GC-A3RB-01A-12R-A220-07	0	0.00212585834200041	0.00676699232550916	0.0575861727695435	0	0.218073673672998	0	0.00652140458016821	0.0596505874299667	0	0	0.0589147979820651	0.0062981616857245	0.0744089061046866	0.0777437053712644	0.187218379039769	0.185186733363839	0.0440630871833573	0	0.0154415401491088	0	0	0.26	0.0691059073127751	1.06766824590673
TCGA-DK-AA77-01A-11R-A39I-07	0.00111608654956513	0	0.0227148394726153	0.251020104620096	0	0.0741735575648211	0.0980156423105635	0.123654821003434	0.00472450266324423	0	0	0.0414629339748233	0.00770675219053984	0	0.0522845514415154	0.0955466212223751	0.0169207704668285	0.16282706645507	0.042973893043653	0	0.00072030956847904	0.00413754745237687	0.08	0.140763149130611	1.04519418478168
TCGA-FJ-A3ZF-01A-11R-A23N-07	0.0710084812678042	0	0.0776508898496565	0.173743552511144	0	0	0	0.108024046589278	0.132559417456132	0	0.0258865365066034	0	0.0312301579836508	0.0442685769722223	0	0.122861343186592	0.00245599052032202	0.179215437303237	0	0.0310955698533585	0	0	0.13	0.107152342661093	1.04075614975076
TCGA-XF-A9T4-01A-11R-A39I-07	0.00328044513332754	0	0.0252360170856161	0.0979489586644356	0	0.282953438770593	0	0.0390804358298447	0	0.00557225106992375	0	0.0698015915711559	0	0.149620796739721	0.12882610565195	0.10936323116068	0.0125124611326873	0.0184268956008106	0	0.0253756074439497	0.0181586942398661	0.013843069905439	0.02	0.220481076538428	1.01167515227734
TCGA-FD-A62O-01A-11R-A30C-07	0	0.0104496027895684	0.118763772185578	0.0294534825565523	0	0.104420536569593	0	0.0168072158213802	0.110866772956367	0.0127581428600917	0.0274402120990851	0	0.0111168473544533	0.184304456405444	0	0.112139343388549	0	0.0531247781604295	0	0.14577920044321	0	0.0625756364096996	0.47	0.0163011590174713	1.08186531596924
TCGA-FD-A6TB-01A-12R-A33J-07	0.205576719057581	0	0.0480819949539634	0.188536595204221	0	0.0280006097464402	0.0573872335941375	0.0216479782292252	0.075075082305035	0	0	0.0441435576703689	0	0.109841226180107	0.0761738309974471	0.106359469523596	0	0	0.039175702537878	0	0	0	0	0.42725472052954	0.903255019547821
TCGA-DK-A3WY-01A-11R-A22U-07	0.237707226302558	0.213699800137067	0.0450104788236259	0.10738917005862	0	0.112213281592111	0.0252973826297621	0.0427922525432293	0.0462488675370903	0	0	0.00361219566789104	0	0.0614112275041056	0.0415754267716235	0.041622765777131	0	0	0.0214199246551855	0	0	0	0	0.432952807931924	0.901652902356285
TCGA-K4-A83P-01A-11R-A352-07	0.145240120937181	0.0520540658419426	0.106991623813434	0.124539604103601	0	0.0957709447956766	0.0446321886004654	0.0131568010986013	0.0840386047438502	0	0	0.0362844981209331	0	0.108651800514541	0.0563318098417257	0.0712971989980011	0.0150355809655953	0	0.0430544264375999	0	0.000166514253687208	0.00275421693316508	0	0.451003986811123	0.893725610416044
TCGA-XF-AAN1-01A-31R-A42T-07	0	0	0.0165457066224163	0.21281058666435	0	0.0446907839455776	0	0.0476712057813233	0.0996509187663825	0.0333759433759024	0	0.000735377487793257	0.0183791125415879	0	0.0702878237243689	0.0109463804991261	0.296015548121572	0.14284887187269	0	0.00604174059690986	0	0	0.38	0.0320957917234251	1.09578778907612
TCGA-CF-A9FH-01A-11R-A38B-07	0	0	0.00166504279575929	0.0686657854878474	0.0532490021487585	0	0	0.0704894950081031	0.0690040855162588	0	0	0.0577261578157832	0.0197100907132206	0	0.0240447508765955	0.0451296753447443	0	0.509289899512817	0.0764730494459139	0	0.00455296533419885	0	0.08	0.146944877699863	1.10654494779406
TCGA-FD-A3SO-01A-11R-A22U-07	0.0130148858845187	0	0.0579738393544043	0.0617316177088734	0	0.119289987043326	0.023090565545162	0.0165577961414054	0.0203269817281773	0	0.0332921434544359	0.0139616951316279	0.0578092703534463	0.15836384681385	0.17772953368379	0.173450616368512	0.0326365231805298	0	0.0241255037660151	0	0	0.0166451938419261	0.19	0.0932861065565517	1.06761993707468
TCGA-FD-A43S-01A-21R-A23W-07	0.0829475522909101	0.0702945757494579	0.0751209368287857	0.296217036295922	0	0	0.00787340527715213	0.0175666593530061	0.130635963311131	0	0	0.0377055000527457	0.0177359591478278	0.0418880811597776	0.00744929900373475	0.144840586200185	0	0.00119485212889983	0.0648224538142555	0	0	0.0037071393862088	0	0.282924378014152	0.969461357213393
TCGA-BT-A20T-01A-11R-A14Y-07	0	0	0.00723049989881983	0.167754105013228	0	0.173694679273897	0.0128809916653662	0.0899701011194127	0.0894960738754673	0	0	0.0599852300542816	0.00180064595184802	0.0915934446112771	0.096965540092979	0.0731631659906417	0.0499837717858634	0.0323564703078561	0.0508898126802892	0	0	0.00223546767877266	0.09	0.131740191725972	1.04824834190235
TCGA-BT-A20X-01A-11R-A16R-07	0	0	0.187787358584904	0.0718897391760146	0	0	0.0933486015976678	0.0432128115690286	0	0.00396771202404463	0	0.0367223602143625	0.00500579231454448	0.165089898450313	0.172280912001462	0.116835292718676	0.00832488711248855	0.063228416214383	0.0310659379100291	0	0	0.00124028011208027	0.01	0.267159902264411	0.984790469981358
TCGA-G2-A3IB-01A-11R-A20F-07	0	0	0.0305177056443915	0.0265870860730431	0	0.204936393365981	0	0	0	0	0.0307159504739965	0.0206734002676143	0	0.483141277427303	8.41945734262799e-06	0.112781037387524	0.00494743004183813	0.0569094836505271	0	0.0249018727212548	0.00387994348918336	0	0.22	0.0758463267398565	1.12387954643136
TCGA-DK-A1A6-01A-11R-A13Y-07	0	0	0.0123056193721777	0.336491346855027	0	0	0.107661607692745	0.0572676565805222	0.00318065350683649	0.0344092607152577	0	0.0132447701854335	0.0109197862523552	0	0	0.166640074938359	0	0.231463190863201	0	0.023713360186883	0	0.00270267285120205	0.02	0.223953952420292	1.01097169034054
TCGA-GC-A3RD-01A-12R-A22U-07	0	0.00164945273132938	0.0048573389106295	0.00510370986275452	0.0154612934036354	0.00465843371900197	0	0	0.044774350780117	0	0.0796496988593866	0	0	0.535957715408724	0.00337853701021683	0.169264803420938	0	0.0245732786606443	0	0.0870034235162847	0.0167235701746906	0.0069443935416471	0.0600000000000001	0.1548378506186	1.11393048871487
TCGA-FJ-A3Z9-01A-11R-A26T-07	0.129557971513735	0	0.0735106128588184	0.014222625821312	0.0499286525681859	0.0852981648919906	0	0.0938732290514642	0.0335704097036733	0.107354770679657	0	0.0323241191068892	0	0.333036086499886	0.0013707660597717	0.0246688375368427	0	0.0158895408608494	0	0.00539421284692421	0	0	0.39	0.0297007676490746	1.0928690260639
TCGA-E5-A4U1-01A-11R-A31N-07	0.0771806754851959	0	0.0589660898868552	0.246471668254014	0.129443128824558	0	0	0	0.139232305161654	0	0.0640239234552809	0.0617124739090688	0.00870342128213167	0.00618970201076808	9.48539402594901e-05	0.0698753065655735	0.0359859445858158	0.0146118223924594	0.0875086842463649	0	0	0	0.85	-0.0189420550435985	1.11927943704542
TCGA-DK-A6B6-01A-11R-A30C-07	0.00637669625780335	0	0.165623303044596	0.0633879119042217	0	0.054578912930193	0.0726844939546031	0.0833011368017364	0.107394304257356	0.0845927374223913	0	0.045035237415897	0	0.0534158290914105	0.0712054991763515	0.0678351595889012	0.0153951689455503	0.0503629020210637	0.0554992868707845	0	0	0.00331142031714064	0.21	0.0763958325333609	1.04852317802651
TCGA-ZF-AA4T-01A-11R-A38B-07	0.122350011723012	0	0.0776386241496661	0.0338070845252594	0	0	0	0.0300631097541601	0.0757160637093607	0	0.0369363414420852	0	0	0.263017149934482	0.0027237763664203	0	0	0.223132117718277	0	0.129470053168035	0	0.00514566750924196	0.35	0.0400088141473591	1.09314601844923
TCGA-BT-A42F-01A-11R-A23W-07	0.0169615270884661	0	0.0609915174734082	0.137196228877351	0	0	0.0401830320658066	0.0732700222641476	0.0402652248422579	0.00126558482601826	0.00127127789281758	0.0472118050985285	0	0.327299733762023	0.0576554301939195	0.104505580014912	0	0.0148908524740549	0	0.070132617283365	0	0.00689956584292338	0	0.507942685513035	0.860712743276944
TCGA-GV-A3JW-01A-11R-A20F-07	0.0685138188667707	0	0.0872941226640393	0.0876094004641037	0.110011515607485	0	0	0.0138242707499819	0.0448425425770911	0	0	0	0.00389000426004741	0.263870133905706	0.0160551201323709	0.11255835662419	0	0.0398791672247604	0.151651546923455	0	0	0	0.97	-0.0397572805311719	1.10233060913821
TCGA-ZF-A9R0-01A-11R-A38B-07	0.00876465336719001	0.0207278912858488	0	0.0632354774447228	0	0.0265883668177692	0.018687556742951	0.0771594882327838	0.024834146407166	0	0	0.0129529934346052	0	0.321922268536898	0.207149375899328	0.151270850403987	0.0510893188676873	0	0.0156176125590624	0	0	0	0.66	0.0023328204500369	1.15416025699127
TCGA-ZF-A9R7-01A-11R-A38B-07	0.0132675021424742	0.00732434900496186	0.0408185096647452	0.318991395873758	0	0.0354766681233682	0.0921312693720927	0.1855333240163	0.027220813441031	0	0	0.0635965543163705	0.0018989100637456	0.015578610125904	0.0660945456072108	0.0557672715931065	0.0109673613917023	0.000810195008466772	0.0645227202547616	0	0	0	0	0.371150203963937	0.938175323463877
TCGA-FD-A3B6-01A-21R-A20F-07	0.0109334084042929	0	0.0208508207932878	0.238553507138582	0	0.122192897493253	0.0774470290463387	0.0569670837496198	0.000931561731237097	0.0129857335094171	0	0.0470798112454249	4.04042849339093e-05	0.107279579516176	0.0763942062316651	0.196492661384216	0.00368447606299067	0	0.0178737637301464	0	0	0.0102930556784187	0	0.326283809756887	0.95486730583669
TCGA-FD-A5BX-01A-11R-A26T-07	0.000784000735070184	0	0	0.044383282310579	0	0.0832013936860724	0.000591210484186973	0	0.00694817513753425	0.134143454769349	0	0.00961983745034087	0	0.296218019307118	0.0447564517235196	0.267938790463367	0.0976407853920961	0	0.0137745985407665	0	0	0	0	0.635612943951071	0.777032405433954
