"gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster"
"RAB3D",0.000368562872909631,-0.314732486674458,0.426,0.608,1,"3"
"DUSP16",0.000370133269113005,-0.329219524737362,0.131,0.36,1,"3"
"INPP4B",0.000372064915566991,-0.343428157849342,0.049,0.261,1,"3"
"EXOC6",0.000374914689382582,-0.318142538797259,0.148,0.373,1,"3"
"ITPR1",0.000377155926020122,-0.322336444478253,0.098,0.341,1,"3"
"ZNF345",0.000378404047994,0.284183314586626,0.23,0.083,1,"3"
"SLC1A4",0.000381769767917808,-0.312943480089196,0.213,0.487,1,"3"
"DNALI1",0.000384470954921335,-0.288016070430564,0.033,0.236,1,"3"
"ECE1",0.000385345166533424,-0.257478126789925,0.131,0.373,1,"3"
"IDE",0.000387930502775109,-0.321961624761307,0.197,0.462,1,"3"
"DMAC2L",0.000400922200171665,-0.345561989920506,0.131,0.363,1,"3"
"ATE1",0.000408819227063502,-0.317572616712526,0.164,0.424,1,"3"
"TMEM25",0.000411717056595348,-0.323444927944786,0.066,0.264,1,"3"
"CHD9",0.000412145749459244,0.250005747043175,0.869,0.682,1,"3"
"CRISPLD2",0.000412991226138732,0.509051563782059,0.279,0.121,1,"3"
"TRPM7",0.000413314603973952,-0.281368466291828,0.377,0.618,1,"3"
"CDK12",0.000413406928323669,-0.295857806747653,0.426,0.65,1,"3"
"CYB5A",0.000420424967664498,-0.254637142415689,0.689,0.847,1,"3"
"MAP3K1",0.000426843642387305,-0.298737756919778,0.508,0.726,1,"3"
"CRELD2",0.000428820039518422,0.354844980564194,0.393,0.21,1,"3"
"GPR183",0.000429999651338257,-0.55609306982823,0.082,0.296,1,"3"
"CD36",0.000434805324082059,-0.351704975834997,0,0.175,1,"3"
"MTX1",0.000436606277953096,0.304416401016428,0.574,0.376,1,"3"
"CIART",0.000439578622182115,0.341175485950211,0.295,0.127,1,"3"
"DHCR24",0.000439957445993199,-0.309031219559774,0.475,0.71,1,"3"
"S100P",0.000445903203825554,0.354328068997094,0.557,0.357,1,"3"
"ZNF814",0.000447410769561715,-0.296010473858254,0.279,0.535,1,"3"
"VEGFB",0.00045180226069089,0.298470277683281,0.541,0.315,1,"3"
"SLC66A3",0.000458652675485623,0.299136622727045,0.492,0.293,1,"3"
"BCAS4",0.000461107180019217,-0.31452614201403,0.066,0.283,1,"3"
"TMEM199",0.000465103348948687,-0.335622491017184,0.131,0.366,1,"3"
"CASP8",0.000467828798628904,-0.397212268894919,0.197,0.42,1,"3"
"MYO5C",0.000470019193021971,-0.298664317504542,0.361,0.615,1,"3"
"ISG20",0.000471658088443985,-0.390531725371925,0.459,0.701,1,"3"
"ZNF397",0.000477211314864625,0.264855876359165,0.361,0.166,1,"3"
"ZNF124",0.000482396660795079,0.256486082633297,0.443,0.223,1,"3"
"ARHGEF9",0.000487136225905812,0.277107921449582,0.344,0.172,1,"3"
"PCBP1-AS1",0.00049436201090932,-0.305677910327728,0.148,0.408,1,"3"
"HK2",0.00049561531955381,-0.262538950425476,0.525,0.717,1,"3"
"AP1S2",0.000497424594581308,-0.353475275469098,0.098,0.325,1,"3"
"CSMD3",0.000499566488073218,-0.252693895919544,0,0.172,1,"3"
"SFXN2",0.000501229422320865,-0.352796392374699,0.066,0.264,1,"3"
"SCAMP3",0.000513212606943148,0.279730031204809,0.738,0.541,1,"3"
"AKTIP",0.000517383135223994,0.35492025269665,0.557,0.36,1,"3"
"ALDH1B1",0.000521369407693372,0.279939028910373,0.508,0.315,1,"3"
"SNX7",0.000523796663825654,0.27616038769945,0.279,0.115,1,"3"
"SLC2A10",0.000532224623025287,-0.291925354779179,0.098,0.318,1,"3"
"PHLPP1",0.000532465623641951,0.278274597785076,0.246,0.096,1,"3"
"NR1D1",0.00053401627263947,-0.277132081895448,0.066,0.274,1,"3"
"UNC119",0.000542406733931709,-0.312935579414494,0.148,0.385,1,"3"
"LPAR6",0.000543961316246207,-0.309181268829578,0.066,0.283,1,"3"
"ERBB2",0.000550042562744373,-0.312439404486551,0.475,0.637,1,"3"
"SLC7A2",0.000550529334715395,-0.317574240239413,0.016,0.194,1,"3"
"ARFGEF3",0.000559754576342523,-0.263669799195989,0.393,0.564,1,"3"
"ZCCHC7",0.000565289173248284,0.254857805319638,0.77,0.561,1,"3"
"KIF13A",0.000567867856307742,0.280209491539204,0.328,0.15,1,"3"
"TRIM62",0.000573652304588641,-0.264139114202066,0,0.169,1,"3"
"MTLN",0.000585773718502236,0.283329313420967,0.639,0.481,1,"3"
"CXCR4",0.000590226116845512,-0.543917614285253,0.213,0.414,1,"3"
"CXCL16",0.000593391659763391,0.272361804580318,0.492,0.277,1,"3"
"SPATA13",0.000602271791133171,-0.331352416800211,0.262,0.503,1,"3"
"ANKRD30B",0.000609298396929568,-0.320944637790955,0.033,0.22,1,"3"
"ST3GAL5",0.000613640954585119,-0.260632054214945,0.082,0.306,1,"3"
"POLR3E",0.000617905903257268,-0.394612963904888,0.295,0.51,1,"3"
"LOC388813",0.000619070980992662,-0.494823018404152,0.049,0.242,1,"3"
"IGHG1",0.000626651544903443,-0.399713660994528,0.082,0.28,1,"3"
"TAX1BP3",0.000626739671163301,0.324844488242448,0.541,0.338,1,"3"
"KITLG",0.0006281798478764,-0.252108381765832,0.131,0.385,1,"3"
"CD52",0.000638910048820034,-0.655827086698514,0.23,0.427,1,"3"
"SPRED2",0.000643041397609209,-0.287861235752153,0.197,0.446,1,"3"
"BCAS1",0.000646838179439369,-0.25404109233984,0.066,0.28,1,"3"
"TRIO",0.000647288106370331,-0.306118360730991,0.23,0.465,1,"3"
"TMEM150C",0.000648769090400455,-0.280415263327266,0.098,0.318,1,"3"
"COPS7A",0.000656103529490762,0.265906530584826,0.607,0.363,1,"3"
"RNF135",0.000657571521924864,-0.338922188209636,0.164,0.398,1,"3"
"TMPRSS4",0.000658361917681857,-0.27638957992179,0,0.166,1,"3"
"HMGCS2",0.000658361917681857,-0.356764115452371,0,0.166,1,"3"
"ARL2BP",0.000667999682350819,0.314057157473938,0.574,0.398,1,"3"
"AKIRIN1",0.000669136754571804,-0.273704089193961,0.459,0.704,1,"3"
"SLC12A2",0.000692215785269256,-0.258841253939481,0.639,0.771,1,"3"
"TASOR",0.000693924312286021,0.269231333846049,0.639,0.404,1,"3"
"IRAG2",0.000699411516886037,-0.42445939620984,0.016,0.191,1,"3"
"MSL1",0.000703038524312162,-0.290551169864273,0.59,0.675,1,"3"
"AKAP8",0.000704113001323995,-0.360164419941531,0.279,0.494,1,"3"
"C16orf54",0.000704553765937961,-0.476266332640874,0.016,0.191,1,"3"
"CORO1C",0.000711668057504507,-0.369663882597614,0.377,0.583,1,"3"
"CUX1",0.000715043462386639,-0.253739048482276,0.361,0.618,1,"3"
"GRB2",0.000726960881781087,-0.273170320739772,0.574,0.78,1,"3"
"ABCA1",0.000728447487976604,0.280290218846268,0.41,0.207,1,"3"
"NIPSNAP1",0.000734728723722082,-0.333036984527231,0.197,0.401,1,"3"
"ZNF710",0.000739273737709276,-0.312055794376804,0.082,0.303,1,"3"
"SARAF",0.000744332297936845,-0.288555854504951,0.672,0.818,1,"3"
"VAV3",0.000746465306868015,-0.314162811627128,0.361,0.576,1,"3"
"MIR22HG",0.000746871176020572,-0.317815931769301,0.18,0.43,1,"3"
"CRLF3",0.000750062153255353,-0.263518104099621,0.213,0.494,1,"3"
"CYC1",0.00075122233195201,0.267809522590809,0.721,0.602,1,"3"
"SCGB1D2",0.000751594418995309,-0.404410953798757,0.082,0.299,1,"3"
"TMEM135",0.000751855205329887,-0.313286465351156,0.098,0.309,1,"3"
"POLDIP3",0.000752654673654887,0.250725053373887,0.475,0.274,1,"3"
"SP140",0.000757944022935277,-0.413077036548973,0.016,0.191,1,"3"
"TMEM19",0.000763511177059323,0.336104380529572,0.328,0.156,1,"3"
"SC5D",0.000764669082048513,-0.302266080930136,0.131,0.376,1,"3"
"AUP1",0.000766292052120485,0.273071728029238,0.77,0.64,1,"3"
"CDC6",0.000768614972423683,-0.366374868407804,0.18,0.395,1,"3"
"LRRC1",0.000773328859427445,-0.324736659017122,0.377,0.57,1,"3"
"IFI27L2",0.000779732503554264,0.282463026328854,0.426,0.21,1,"3"
"NADSYN1",0.000782154029153023,-0.389732203346828,0.23,0.439,1,"3"
"BTG1",0.000783646310886512,-0.276565650182769,0.705,0.866,1,"3"
"RAPGEF1",0.000791410835494418,-0.301152510369277,0.033,0.21,1,"3"
"RPUSD3",0.000794331134839557,0.261105794896926,0.41,0.213,1,"3"
"C1RL-AS1",0.000797252327161079,0.303036580192843,0.246,0.099,1,"3"
"CRIM1",0.000798710356734505,0.285517569471839,0.672,0.478,1,"3"
"GSR",0.000799357113165436,-0.257914642510651,0.295,0.513,1,"3"
"SCGB2A1",0.000804171543190899,-0.411220230670494,0.049,0.236,1,"3"
"ANAPC15",0.000812360059779635,-0.329378082562981,0.393,0.621,1,"3"
"ZFP90",0.000813903708870964,0.288937709275564,0.328,0.146,1,"3"
"VPS45",0.000814154099917484,0.293374572811218,0.574,0.398,1,"3"
"NEDD4L",0.000820424245629693,-0.362647204475163,0.213,0.446,1,"3"
"UBR1",0.00082599583636844,-0.263670536740371,0.262,0.529,1,"3"
"CD74",0.000828796029065582,-0.439060789301911,0.689,0.755,1,"3"
"ALOX5AP",0.000830418082438195,-0.670355933154711,0.082,0.271,1,"3"
"PLPP3",0.000833725455168672,0.367504061072824,0.377,0.204,1,"3"
"SMIM14",0.000842456722346256,-0.256372039625532,0.672,0.768,1,"3"
"SEPTIN6",0.000849066125750922,-0.349226558728979,0.246,0.471,1,"3"
"EMC2",0.000849334301167718,0.264845099413331,0.705,0.589,1,"3"
"ESR1",0.00085247858898999,-0.474008751795045,0.115,0.312,1,"3"
"ORMDL3",0.000865693760025247,-0.291445058213384,0.41,0.637,1,"3"
"BPIFB2",0.00086575038239263,-0.331642586378847,0,0.159,1,"3"
"CENATAC",0.000875574966906083,-0.322088484913046,0.131,0.347,1,"3"
"FER",0.000877989869750968,0.259184692552522,0.328,0.153,1,"3"
"DOCK2",0.000893337870094528,-0.394073558606806,0.016,0.188,1,"3"
"BZW2",0.000897372989637904,-0.257639115277951,0.656,0.787,1,"3"
"HLA-DRB1",0.000905263658140456,-0.483331983457187,0.361,0.57,1,"3"
"IFT172",0.000910795260378825,0.361156754286456,0.459,0.283,1,"3"
"QRICH1",0.000911716688746895,-0.280360047438591,0.574,0.768,1,"3"
"ABCG1",0.000926005150509122,-0.308658480956432,0.148,0.379,1,"3"
"BCL2",0.000927678902738861,-0.281374945918102,0.033,0.21,1,"3"
"PLEKHJ1",0.000935697780009131,-0.295015920447309,0.197,0.433,1,"3"
"DDHD1",0.000946990541436472,-0.409120358677484,0.148,0.354,1,"3"
"KBTBD7",0.00095556982660127,0.256219466785781,0.311,0.15,1,"3"
"FKBP9",0.000957214333137701,0.264072095657035,0.82,0.631,1,"3"
"GLRX2",0.000984453362406766,0.29801561802607,0.393,0.217,1,"3"
"TRIM45",0.000988942358705082,0.278018098200344,0.361,0.182,1,"3"
"CSF3R",0.000993977422188186,-0.256833287291249,0.049,0.252,1,"3"
"ERN1",0.000995896055474084,-0.342339327317882,0.18,0.379,1,"3"
"PARP4",0.000999073227134082,0.264372237713272,0.475,0.28,1,"3"
"TMEM45B",0.00100498657319238,-0.280305498689818,0.049,0.242,1,"3"
"MPDZ",0.0010097525683819,0.333600743535131,0.393,0.226,1,"3"
"EHD4",0.00101732491492345,-0.312359312820695,0.18,0.408,1,"3"
"CD27-AS1",0.00101795543697548,0.317949584953967,0.344,0.178,1,"3"
"TBC1D10B",0.00101850672333963,-0.263507862202925,0.066,0.258,1,"3"
"PLPP5",0.00102862700569021,-0.346262766552646,0.41,0.666,1,"3"
"PKIB",0.00102991121506335,-0.363949374907137,0.197,0.401,1,"3"
"CAPN1",0.00104370296304029,0.323874138878435,0.525,0.331,1,"3"
"NDRG1",0.0010622781326085,0.342972003710196,0.59,0.471,1,"3"
"SERPINA1",0.00107807449269763,-0.389354819615187,0.033,0.21,1,"3"
"SEMA4B",0.00107905478125611,-0.399219817926137,0.213,0.408,1,"3"
"SNCG",0.0010796216446146,-0.413499318565703,0.164,0.373,1,"3"
"C1RL",0.00109011632685736,0.323845479078318,0.393,0.213,1,"3"
"GTF3C3",0.00109072741960277,0.290213717760233,0.639,0.452,1,"3"
"IDH3A",0.00109401022139202,-0.332478928209125,0.311,0.538,1,"3"
"PDE7A",0.00109611776456359,0.262860054766572,0.557,0.376,1,"3"
"GIPC1",0.0011033283816182,0.266448355774586,0.328,0.169,1,"3"
"RTL10",0.0011207531663087,0.306940355217058,0.426,0.245,1,"3"
"PPFIA1",0.00114386562398516,-0.320151152090992,0.639,0.764,1,"3"
"WDR76",0.00115652638372035,-0.300341790685682,0.082,0.271,1,"3"
"SERTAD4",0.00115653226728745,0.309270606890914,0.525,0.325,1,"3"
"PDGFC",0.00116747590737564,0.337477653594065,0.279,0.124,1,"3"
"TP53INP1",0.00116796151722587,-0.269844131877436,0.361,0.592,1,"3"
"VGLL4",0.00117099768113442,0.308351922196293,0.557,0.382,1,"3"
"PSMG3",0.00117988175949212,0.266196874734088,0.672,0.545,1,"3"
"C4orf48",0.00118055307989481,0.266475701963151,0.344,0.175,1,"3"
"PLAAT4",0.00119071553814631,-0.365315483997713,0.311,0.557,1,"3"
"AQR",0.00119126185413824,-0.300225249531313,0.279,0.503,1,"3"
"SELENOO",0.00121658327413135,0.30762346072607,0.246,0.102,1,"3"
"METTL5",0.00123430707901805,0.256348045041988,0.738,0.589,1,"3"
"CA2",0.00123516170060051,-0.36363934823177,0.164,0.373,1,"3"
"COL21A1",0.00125207530997759,-0.286489600078293,0.016,0.178,1,"3"
"HLA-DPA1",0.00125366641950594,-0.546576029101487,0.344,0.519,1,"3"
"TRAFD1",0.00125478604194037,-0.266332954084134,0.197,0.443,1,"3"
"HLA-DQB1",0.00126407699113782,-0.517858173854339,0.246,0.439,1,"3"
"NOTCH2",0.00127339222579657,0.251081491396289,0.672,0.481,1,"3"
"DNAJC12",0.00127389656239788,-0.297811668538939,0.066,0.264,1,"3"
"KCNMA1",0.00127420678881797,-0.293645625943819,0.016,0.175,1,"3"
"PHLDA3",0.00128278016675747,0.332456680545868,0.328,0.169,1,"3"
"CHERP",0.0012885551066695,-0.261757846406152,0.148,0.354,1,"3"
"REV1",0.00129048599243984,0.272815037572989,0.656,0.475,1,"3"
"SLC4A8",0.00130041575835572,-0.256674814856558,0,0.15,1,"3"
"DSCAM-AS1",0.00130041575835572,-0.324396387360164,0,0.15,1,"3"
"SERPINA5",0.00130041575835572,-0.329674270342963,0,0.15,1,"3"
"TMPRSS3",0.0013010274828906,0.312867684084473,0.262,0.118,1,"3"
"GATD3A",0.00130251458518883,0.251099903282346,0.754,0.611,1,"3"
"PDGFA",0.00131712559959713,0.285090581561896,0.525,0.322,1,"3"
"GBA",0.0013228397645101,0.322470234410714,0.541,0.369,1,"3"
"ACLY",0.00132744907316677,-0.263141511449505,0.508,0.704,1,"3"
"PLRG1",0.00133296020768135,0.267376417503919,0.557,0.366,1,"3"
"RDH10",0.00133353983299284,0.262497516302548,0.607,0.404,1,"3"
"ZBTB18",0.00134169491316787,0.253894415352048,0.361,0.204,1,"3"
"LPXN",0.00134416028480619,-0.450142034041326,0.148,0.347,1,"3"
"SLC44A1",0.00136721320843664,0.269812272079623,0.557,0.366,1,"3"
"KRR1",0.00137186809090811,-0.269695887907072,0.508,0.72,1,"3"
"QPRT",0.00137290450621513,-0.27360395645746,0.148,0.366,1,"3"
"CNN2",0.00137949520246144,0.306023899830711,0.557,0.36,1,"3"
"ABLIM1",0.00138329479425447,-0.293103698308952,0.393,0.624,1,"3"
"SLC16A1",0.00139878106815579,0.256309204765007,0.508,0.303,1,"3"
"ABCC11",0.00139994704750854,-0.251483178627971,0.016,0.175,1,"3"
"PRANCR",0.00140040081800038,0.272898738952646,0.246,0.102,1,"3"
"RAB30",0.00140793576084121,-0.400956135087198,0.131,0.334,1,"3"
"SETD1B",0.0014114288240104,-0.283791065601579,0.164,0.36,1,"3"
"NLK",0.00143316346572944,-0.261778663127082,0.115,0.325,1,"3"
"LDLR",0.00143701346814483,-0.309381067677967,0.377,0.602,1,"3"
"C9orf116",0.00145128350572475,-0.255913245754711,0.016,0.175,1,"3"
"MZT1",0.00147660889033222,-0.309189157122127,0.246,0.455,1,"3"
"EPS8L2",0.00148936045225884,0.32134146336143,0.508,0.325,1,"3"
"DDX60L",0.00151088876984144,-0.372194764160045,0.098,0.29,1,"3"
"C2orf74",0.00153309299572244,0.283956383289418,0.377,0.201,1,"3"
"RNF103",0.00153811893931229,-0.299366842299141,0.262,0.459,1,"3"
"PNPLA4",0.00155340308197056,-0.306312174338234,0.197,0.395,1,"3"
"MIGA1",0.00156228042855916,0.251903947156427,0.508,0.322,1,"3"
"SLC25A24",0.00157729807129965,-0.270324272888956,0.344,0.561,1,"3"
"LOC102724163",0.0015800721785137,-0.370491400781101,0.049,0.22,1,"3"
"RNPEP",0.00162174188660297,-0.279762759944095,0.311,0.529,1,"3"
"PREX1",0.00162930518797391,-0.288276501597442,0.066,0.239,1,"3"
"NPNT",0.00163222857876672,-0.296251624732365,0.131,0.334,1,"3"
"FAS",0.001634000447551,0.251441197943334,0.344,0.166,1,"3"
"NUP58",0.00164344195199494,-0.288697653975665,0.557,0.713,1,"3"
"ITGB1BP1",0.00165019630527762,0.265558930903703,0.672,0.567,1,"3"
"ANKRD49",0.00165092135642672,-0.293946711489117,0.213,0.43,1,"3"
"LXN",0.00165504769810646,0.306866746195223,0.328,0.156,1,"3"
"LOC112267931",0.00165823319692408,0.3138279338964,0.361,0.188,1,"3"
"FAM110C",0.00166138661624342,-0.258607824329256,0.098,0.287,1,"3"
"PIGR",0.00166550388460485,-0.298802063947835,0.033,0.197,1,"3"
"NREP",0.00167932119620448,0.327978038885402,0.377,0.21,1,"3"
"CRYM",0.00170132716355644,-0.291632256304531,0,0.143,1,"3"
"IGHG4",0.00170132716355644,-0.318569714778044,0,0.143,1,"3"
"GK",0.00171420545457555,-0.299110184201865,0.164,0.379,1,"3"
"SLPI",0.00171765672163501,0.318572345129555,0.59,0.443,1,"3"
"MPP3",0.00171838865849233,-0.250798064485176,0.098,0.293,1,"3"
"PSMG1",0.0017438496317327,0.297308147643235,0.492,0.328,1,"3"
"CYP4B1",0.0017478504116968,-0.356016606691725,0.016,0.169,1,"3"
"UGDH",0.00176728481055018,-0.288189049519885,0.41,0.618,1,"3"
"SPRY1",0.00177678422690138,0.345121717937342,0.311,0.156,1,"3"
"ZNF248",0.00177935444210148,0.260718488398527,0.213,0.083,1,"3"
"PPP1R1B",0.0017941005149294,-0.397421760759973,0.295,0.484,1,"3"
"BMP2K",0.00179920332993845,-0.335882245611522,0.131,0.315,1,"3"
"GRB14",0.00180512771659114,-0.346122442539453,0.033,0.197,1,"3"
"KIF20B",0.0018293574601585,-0.290856724949648,0.148,0.373,1,"3"
"GADD45A",0.00184205051007628,-0.277280513399781,0.213,0.433,1,"3"
"FAM20B",0.00184669068211839,0.264549253741295,0.492,0.331,1,"3"
"FBXO32",0.00185346198109284,0.261153337729241,0.639,0.462,1,"3"
"SPOPL",0.00185681123495193,-0.271863791836919,0.246,0.465,1,"3"
"DPP3",0.00186763373138994,-0.261761827052817,0.246,0.484,1,"3"
"SNHG31",0.0018913721959406,-0.298270000781256,0.016,0.169,1,"3"
"FNBP1",0.00193484959202284,-0.350650325400144,0.377,0.567,1,"3"
"NAT1",0.00193851539708919,-0.289171738470475,0.016,0.172,1,"3"
"DUSP6",0.00194823996890832,-0.322936759261932,0.279,0.503,1,"3"
"TEX9",0.00195484307615605,-0.287983285327032,0.082,0.261,1,"3"
"IL1RN",0.00198434859829499,-0.341756448048797,0.082,0.271,1,"3"
"ADNP2",0.00199381020095663,-0.291943052604691,0.23,0.427,1,"3"
"MIEN1",0.0020006499473515,-0.258988450956773,0.623,0.774,1,"3"
"PLPP2",0.0020014389962224,0.326408629284357,0.541,0.42,1,"3"
"CD3D",0.0020085616045935,-0.505591509814977,0.049,0.213,1,"3"
"COMMD5",0.00203239571906712,0.291033039454981,0.541,0.357,1,"3"
"TEAD1",0.00205872761149931,0.260372112292805,0.426,0.252,1,"3"
"GATA3",0.00206187777401448,-0.297810797609998,0.475,0.615,1,"3"
"RTL8A",0.00207100345066925,0.251581798803636,0.721,0.532,1,"3"
"LGALS9",0.00207658970937409,-0.3515613261741,0.164,0.373,1,"3"
"SORL1",0.00208025638703759,-0.271371056029434,0.131,0.334,1,"3"
"SSH2",0.00208025855908372,-0.297144263427407,0.377,0.564,1,"3"
"LAT2",0.00212695831597656,-0.357940495885312,0.016,0.166,1,"3"
"ENPP3",0.00214210212545233,-0.272672582904666,0.033,0.191,1,"3"
"PPP2R2D",0.00214476892871666,-0.281813548656463,0.213,0.417,1,"3"
"FAM171B",0.00215022478118574,0.277170881066251,0.525,0.325,1,"3"
"SHPRH",0.00217920382697402,-0.275922996796937,0.311,0.503,1,"3"
"CLEC3A",0.00218849754583433,-0.392436675904726,0.016,0.166,1,"3"
"FGD6",0.00220329720704644,-0.26908934196443,0.164,0.369,1,"3"
"IGHG3",0.00222159397352137,-0.266551861588307,0,0.137,1,"3"
"DHRS2",0.00222159397352137,-0.268447694663488,0,0.137,1,"3"
"PLOD1",0.00223865129100284,0.289585213793145,0.541,0.376,1,"3"
"PRMT2",0.00225366797565414,0.257546618181569,0.705,0.522,1,"3"
"EAF2",0.00225371592622781,-0.296292070201553,0.098,0.296,1,"3"
"PAXBP1",0.00228302448803731,-0.251640672050262,0.311,0.541,1,"3"
"SNX14",0.00230117362864765,-0.27628874370215,0.59,0.688,1,"3"
"IQCB1",0.0023298860732178,-0.289971108807784,0.279,0.494,1,"3"
"NFKBIZ",0.00233667612826875,-0.264902704959061,0.541,0.796,1,"3"
"EIF1B",0.00234675030203367,-0.260850992235689,0.459,0.694,1,"3"
"IKZF1",0.00239085253220916,-0.363434213991793,0.049,0.207,1,"3"
"MRPL40",0.00240511388180627,0.257118473798133,0.656,0.481,1,"3"
"KYNU",0.00241200888413706,-0.312893163450434,0.131,0.322,1,"3"
"FOXJ2",0.00244393728255862,0.258222324924704,0.344,0.185,1,"3"
"C7orf26",0.00244397857011565,0.267982404423289,0.262,0.127,1,"3"
"RB1",0.00245297200765005,-0.277355444977328,0.164,0.379,1,"3"
"ITGB6",0.00246175148831296,-0.358314783119407,0.197,0.369,1,"3"
"TNF",0.0024734972831742,-0.352527279789753,0.098,0.28,1,"3"
"UCHL1",0.0025087684682228,0.252238748785817,0.213,0.086,1,"3"
"TMEM41B",0.00251241095735142,-0.277778807579736,0.492,0.691,1,"3"
"HPX",0.00251288931901494,-0.250943683528885,0.016,0.162,1,"3"
"ZNF823",0.00252550002911888,-0.324462836672386,0.148,0.338,1,"3"
"PIK3CD",0.00253690516677596,-0.277619000304192,0,0.134,1,"3"
"TIGIT",0.00253690516677596,-0.313860686045508,0,0.134,1,"3"
"DEGS2",0.00254582196405033,-0.305197515920011,0.115,0.306,1,"3"
"EDN1",0.00254888818953843,0.304872078534013,0.41,0.252,1,"3"
"ZNF410",0.00255521533191778,-0.302400892627193,0.344,0.583,1,"3"
"MS4A7",0.00263720127898585,-0.368643494862806,0.033,0.188,1,"3"
"ARHGAP25",0.00267816801281472,-0.319471491156772,0.016,0.162,1,"3"
"MED31",0.00273377926676749,-0.260939270239244,0.246,0.478,1,"3"
"ZHX1",0.00274704535589156,0.261707386389208,0.623,0.449,1,"3"
"GPRIN3",0.00277422537216046,-0.255361885947024,0.016,0.162,1,"3"
"RAI14",0.00277997724164191,0.329766518001085,0.41,0.258,1,"3"
"CXXC5",0.00288822047594255,-0.265129378264366,0.279,0.51,1,"3"
"P2RY10",0.00289568475155392,-0.329898096233093,0,0.131,1,"3"
"CREM",0.00290849999208997,-0.379794876516164,0.328,0.516,1,"3"
"CTSV",0.00291289608251865,0.301975135981221,0.295,0.146,1,"3"
"RIT1",0.00294899798612356,0.270071987670248,0.623,0.484,1,"3"
"ADGRE5",0.00295974109227916,-0.330347331991374,0.131,0.318,1,"3"
"SEC16A",0.00296566630501405,-0.25266390939954,0.361,0.583,1,"3"
"CASC3",0.00298879786624992,-0.259210898196649,0.59,0.697,1,"3"
"PAG1",0.00301968390313038,-0.341062696939468,0.066,0.226,1,"3"
"CD48",0.00306022262877217,-0.442618215536323,0.016,0.156,1,"3"
"GLCCI1",0.0030604800802906,-0.262284922164532,0.164,0.369,1,"3"
"ECD",0.00309454180847846,-0.266182728500146,0.344,0.557,1,"3"
"PLOD3",0.00309998996494395,0.273909829594715,0.508,0.382,1,"3"
"ZNF92",0.00312373309748016,-0.305020858793022,0.148,0.331,1,"3"
"MED11",0.00312373309748016,-0.322676598988056,0.148,0.331,1,"3"
"CHEK1",0.00314781290824268,-0.305979547234896,0.115,0.29,1,"3"
"YIPF1",0.00314872365744636,-0.35723816381502,0.344,0.497,1,"3"
"GSTM1",0.00320594610963962,-0.37403327651862,0.033,0.182,1,"3"
"MAST4",0.00323368932594922,-0.293196622073188,0.164,0.344,1,"3"
"TPRG1",0.0033037804832387,-0.259030694672191,0,0.127,1,"3"
"LRIG3",0.00330974732181359,0.29995389109184,0.311,0.166,1,"3"
"FLOT2",0.00333677153302012,-0.251418873371601,0.262,0.478,1,"3"
"FZD1",0.00335164965817435,0.254774814470816,0.295,0.15,1,"3"
"ITGAL",0.00336241657469889,-0.344043732587568,0.033,0.178,1,"3"
"C1GALT1C1",0.00341772991502395,0.290590708636972,0.525,0.395,1,"3"
"GCLC",0.00345685855792287,-0.270788199677018,0.262,0.471,1,"3"
"GPAA1",0.00346540103622131,0.253229379350849,0.672,0.513,1,"3"
"TRMT1L",0.00348849551187039,0.279587318646976,0.393,0.229,1,"3"
"FABP7",0.00349784934629736,0.27141435240771,0.213,0.089,1,"3"
"PIGF",0.00351000865547846,0.275238646817216,0.59,0.427,1,"3"
"NUCB2",0.0036074804344668,-0.254469664205242,0.607,0.844,1,"3"
"COA1",0.00360981194462329,-0.27201057639308,0.541,0.688,1,"3"
"LSP1P5",0.00361996008685927,0.273951309964877,0.59,0.443,1,"3"
"RHBDF1",0.00365002306981667,0.271314637808062,0.344,0.182,1,"3"
"EVI2A",0.00368211255520153,-0.332095040668883,0.082,0.255,1,"3"
"PLEKHA2",0.00369977437060528,-0.286855546860029,0.213,0.404,1,"3"
"SURF2",0.0037510575933264,0.27471209569844,0.344,0.188,1,"3"
"TAF1B",0.00375254980621302,-0.262655850606632,0.295,0.49,1,"3"
"AKAP17A",0.00377620599651481,-0.263408975922218,0.377,0.557,1,"3"
"BNIP3",0.00380646134854587,-0.252423527629374,0.393,0.596,1,"3"
"PLOD2",0.00381896977144835,0.325812615112623,0.443,0.293,1,"3"
"TBC1D24",0.00381970248932409,0.271827885834783,0.557,0.382,1,"3"
"MAPK10",0.00386664288237428,-0.288398433201981,0.082,0.245,1,"3"
"PSAT1",0.00388605960180099,0.317555775636731,0.311,0.169,1,"3"
"BICDL1",0.00391435936181939,-0.263955081681698,0.049,0.204,1,"3"
"NBEAL1",0.00393737831727059,0.275893416274699,0.607,0.481,1,"3"
"PIK3CB",0.00394793344769129,-0.262502445210176,0.295,0.494,1,"3"
"PGD",0.00399818923148642,-0.279379674915534,0.344,0.548,1,"3"
"NCEH1",0.00399902880811899,-0.261733718899428,0.246,0.436,1,"3"
"GINS2",0.00402594922843475,-0.262852267110035,0.098,0.274,1,"3"
"DBF4",0.00404714993636033,-0.305168309036601,0.328,0.516,1,"3"
"TCAIM",0.00404795472736591,-0.279270466985447,0.115,0.29,1,"3"
"FGF12",0.00405971118111886,-0.277277272327149,0.049,0.201,1,"3"
