"gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster"
"STAT2",3.90421208032435e-10,0.356162482690911,0.864,0.891,4.0986418419245e-06,"0"
"TRAF3IP1",3.90528343836917e-10,-0.495700849319277,0.062,0.459,4.09976655359995e-06,"0"
"ZG16B",3.94301672658026e-10,-0.560239161563672,0,0.361,4.13937895956396e-06,"0"
"SREBF1",3.95290021896575e-10,-0.435175867088914,0.173,0.588,4.14975464987025e-06,"0"
"CHORDC1",3.95398145973085e-10,0.466105163578845,0.827,0.687,4.15088973642544e-06,"0"
"RABGAP1L",3.98875853279256e-10,0.544536805081513,0.765,0.609,4.18739870772563e-06,"0"
"HNRNPA1P48",4.1440602102521e-10,0.262368836093797,0.877,0.901,4.35043440872266e-06,"0"
"TOMM70",4.1688076462046e-10,-0.434153763422769,0.173,0.622,4.37641426698559e-06,"0"
"MNAT1",4.17435007299686e-10,-0.419988092808645,0.222,0.714,4.3822327066321e-06,"0"
"LIMD2",4.30075604895233e-10,0.50111922114782,0.358,0.095,4.51493370019015e-06,"0"
"SCD",4.30996538876092e-10,-0.493720013773797,0.346,0.82,4.52460166512121e-06,"0"
"UAP1",4.34652434442537e-10,-0.477432071407267,0.185,0.616,4.56298125677776e-06,"0"
"MLF1",4.35245620358177e-10,-0.525394865257799,0.185,0.599,4.56920852252014e-06,"0"
"CDS1",4.38936295286035e-10,-0.430525215866934,0.099,0.51,4.6079532279128e-06,"0"
"TTC39A",4.39666545881391e-10,-0.526723013804072,0.037,0.418,4.61561939866284e-06,"0"
"ALDH18A1",4.42193339888795e-10,-0.404582761283763,0.111,0.537,4.64214568215257e-06,"0"
"PHGDH",4.56944382311294e-10,-0.541796560263327,0.086,0.486,4.79700212550397e-06,"0"
"CDV3",4.6114192878131e-10,0.438679864503821,0.802,0.745,4.84106796834619e-06,"0"
"P2RY10",4.61538757488997e-10,0.596374298253504,0.296,0.058,4.84523387611949e-06,"0"
"TCEAL8",4.63153747919551e-10,-0.451842774706116,0.272,0.721,4.86218804565944e-06,"0"
"MOB1A",4.63931436630876e-10,0.332420266553919,0.901,0.884,4.87035222175093e-06,"0"
"CCN1",4.73991608936415e-10,-0.548752459541331,0.025,0.398,4.97596391061449e-06,"0"
"MAPK9",4.75618490822872e-10,-0.399461400486025,0.037,0.435,4.99304291665851e-06,"0"
"PGAP3",4.80234010583474e-10,-0.474665462589807,0.074,0.463,5.04149664310531e-06,"0"
"EIF4EBP2",4.86263978537259e-10,-0.390767559183003,0.358,0.806,5.10479924668414e-06,"0"
"GPATCH2",5.02685432666778e-10,-0.457928295623968,0.235,0.663,5.27719167213584e-06,"0"
"EIF4EBP1",5.043048997648e-10,-0.494627649749951,0.21,0.629,5.29419283773087e-06,"0"
"TMEM30B",5.04711271776317e-10,-0.436687415503672,0,0.357,5.29845893110777e-06,"0"
"BACE2",5.09912293689395e-10,-0.51154172470259,0.049,0.449,5.35305925915127e-06,"0"
"FAT1",5.13554675865635e-10,-0.546973786823001,0.037,0.408,5.39129698723743e-06,"0"
"CEP70",5.13822254182128e-10,-0.527221497855073,0.049,0.425,5.39410602440398e-06,"0"
"FMNL3",5.18494522957556e-10,0.451489620997502,0.284,0.054,5.44315550200842e-06,"0"
"CACNB3",5.22943312813464e-10,-0.530193212721828,0.025,0.398,5.48985889791575e-06,"0"
"KDELR2",5.34336776190662e-10,-0.375779727546741,0.519,0.922,5.60946747644957e-06,"0"
"NUPR1",5.41382083038949e-10,-0.449293067637023,0.333,0.799,5.68342910774289e-06,"0"
"TNNT1",5.43048486583452e-10,-0.639442552650389,0.012,0.371,5.70092301215308e-06,"0"
"DYNC2LI1",5.43146097589859e-10,-0.527898588615284,0.111,0.524,5.70194773249834e-06,"0"
"KLHDC10",5.59167048826195e-10,-0.381713116376033,0.062,0.466,5.8701356785774e-06,"0"
"PAICS",5.68671116864837e-10,-0.477165350679015,0.259,0.728,5.96990938484706e-06,"0"
"EFHC1",5.73108259370993e-10,-0.488517076220269,0.037,0.425,6.01649050687669e-06,"0"
"GNA13",5.79263142012738e-10,0.570494976248225,0.691,0.452,6.08110446484973e-06,"0"
"TNFRSF9",5.81924308597156e-10,0.637161011606205,0.259,0.044,6.10904139165295e-06,"0"
"APMAP",5.87777337591816e-10,-0.484250097641216,0.247,0.677,6.17048649003888e-06,"0"
"ITGA2",6.00922290554535e-10,-0.482371451617926,0.025,0.391,6.3084822062415e-06,"0"
"CIITA",6.05157317897645e-10,0.545456577457308,0.333,0.082,6.35294152328947e-06,"0"
"FRMD6",6.12563350035687e-10,-0.621296642906006,0.037,0.408,6.43069004867464e-06,"0"
"SMAP2",6.12942093141686e-10,0.597499116334841,0.593,0.303,6.43466609380142e-06,"0"
"SNORD118",6.15972439922738e-10,0.795630543131301,0.358,0.099,6.46647867430891e-06,"0"
"CXCL13",6.18576304431284e-10,0.717972895390308,0.296,0.061,6.49381404391962e-06,"0"
"SNCG",6.3321331433076e-10,-0.745185992088385,0.049,0.418,6.64747337384432e-06,"0"
"TFAP2B",6.45239472035464e-10,-0.536068286768006,0,0.354,6.77372397742831e-06,"0"
"PGRMC2",6.55914733313617e-10,-0.395290522485005,0.333,0.759,6.88579287032635e-06,"0"
"PHF10",6.63850261730494e-10,-0.426371627425765,0.111,0.544,6.96910004764673e-06,"0"
"EFHD1",6.68022785932599e-10,-0.583485980930342,0.012,0.367,7.01290320672042e-06,"0"
"TTN",6.70041540093102e-10,0.522335479170808,0.296,0.065,7.03409608789739e-06,"0"
"EXOSC4",6.7235655683773e-10,-0.509458633124949,0.074,0.466,7.05839913368249e-06,"0"
"GFPT1",6.85588290061933e-10,-0.411919831466013,0.296,0.752,7.19730586907017e-06,"0"
"PTPN6",6.87301643032801e-10,0.743081668763633,0.58,0.32,7.21529264855835e-06,"0"
"SASH1",7.04519150325342e-10,-0.473692039977263,0.074,0.449,7.39604204011544e-06,"0"
"CGAS",7.10948614649365e-10,0.410340563400126,0.346,0.085,7.46353855658904e-06,"0"
"ENPP5",7.13984006506504e-10,-0.614866098989785,0.012,0.371,7.49540410030528e-06,"0"
"PIN4",7.21904059931212e-10,-0.396123824916839,0.284,0.738,7.57854882115787e-06,"0"
"MRPS14",7.49738641302295e-10,-0.459393100690076,0.222,0.684,7.8707562563915e-06,"0"
"SCAMP1",7.60258471913454e-10,-0.448905871901547,0.148,0.568,7.98119343814744e-06,"0"
"STX3",7.75394190133153e-10,-0.46829044654827,0.16,0.565,8.14008820801783e-06,"0"
"FYN",7.75432050953603e-10,0.710159663845518,0.481,0.201,8.14048567091093e-06,"0"
"RAP1B",7.7649558573692e-10,0.416173421792452,0.815,0.793,8.15165065906619e-06,"0"
"PIP",8.00011128535174e-10,-0.932581193597039,0.049,0.401,8.39851682736225e-06,"0"
"CGNL1",8.23882992188482e-10,-0.378786055692365,0,0.35,8.64912365199468e-06,"0"
"ATL2",8.28346950357496e-10,-0.496907240268393,0.099,0.517,8.69598628485299e-06,"0"
"CXADR",8.34854811408453e-10,-0.604820651093963,0.086,0.476,8.76430581016594e-06,"0"
"DST",8.39615713545952e-10,-0.443549677562067,0.383,0.806,8.8142857608054e-06,"0"
"PTK2B",8.60691463247003e-10,0.565880429735298,0.383,0.112,9.03553898116703e-06,"0"
"TUSC3",9.06794776571701e-10,-0.502033415121904,0.025,0.388,9.51953156444971e-06,"0"
"TMTC3",9.17046037007326e-10,-0.460572461087528,0.185,0.622,9.62714929650291e-06,"0"
"ZNF7",9.2094295248777e-10,-0.444418644265611,0.111,0.541,9.66805911521661e-06,"0"
"SLC35A3",9.23388025591352e-10,-0.421286407788376,0.148,0.571,9.69372749265802e-06,"0"
"MANSC1",9.44593463165181e-10,-0.48342527759475,0.037,0.405,9.91634217630807e-06,"0"
"XBP1",9.50390886894165e-10,-0.389934404725087,0.593,0.946,9.97720353061494e-06,"0"
"ZNF704",1.00912455999321e-09,-0.412113811898502,0.049,0.412,1.05937896308087e-05,"0"
"PSMG1",1.01159432582858e-09,-0.514655778030421,0.062,0.435,1.06197172325484e-05,"0"
"CPM",1.0121636382011e-09,0.595305875681885,0.333,0.082,1.06256938738351e-05,"0"
"KITLG",1.01603443491612e-09,-0.493301056697159,0.049,0.425,1.06663294977494e-05,"0"
"MYEF2",1.01776207787835e-09,-0.449443485083623,0.111,0.5,1.06844662935669e-05,"0"
"SORT1",1.03433896706284e-09,-0.442731449086906,0.086,0.51,1.08584904762257e-05,"0"
"FAM83H",1.04430905728561e-09,-0.321838565958425,0.012,0.374,1.09631564833843e-05,"0"
"LARP1B",1.04940756430863e-09,-0.441905541535194,0.16,0.592,1.1016680610112e-05,"0"
"CFLAR",1.06826272730146e-09,0.497317100134728,0.79,0.711,1.12146221112107e-05,"0"
"CLECL1",1.0713916793851e-09,0.452628077537951,0.198,0.02,1.12474698501848e-05,"0"
"S100P",1.08798119763237e-09,-0.678174627726257,0.086,0.473,1.14216266127446e-05,"0"
"RCN2",1.09354124789672e-09,-0.431907881418928,0.148,0.626,1.14799960204198e-05,"0"
"ZNF252P",1.12942324709997e-09,-0.500180882877906,0.099,0.51,1.18566852480555e-05,"0"
"ELF5",1.14438951247489e-09,-0.583188581413221,0.012,0.361,1.20138011019614e-05,"0"
"GABARAP",1.16181517784398e-09,0.26840673345512,0.914,0.973,1.21967357370061e-05,"0"
"INTS8",1.17247491072698e-09,-0.477446471653657,0.123,0.52,1.23086416128119e-05,"0"
"PLAC8",1.20113217434037e-09,0.784166212806434,0.259,0.048,1.26094855662252e-05,"0"
"SERF1B",1.20436884581364e-09,-0.511227976047109,0.16,0.568,1.26434641433516e-05,"0"
"EPHB4",1.2193539594224e-09,-0.371468727443627,0.012,0.361,1.28007778660163e-05,"0"
"SPR",1.25267144432395e-09,-0.497925671638277,0.037,0.401,1.31505448225128e-05,"0"
"GPRC5B",1.26812318616698e-09,-0.627487717575649,0.062,0.432,1.3312757208381e-05,"0"
"SARAF",1.28932621924547e-09,0.470521328158518,0.827,0.786,1.3535346649639e-05,"0"
"KRTCAP3",1.29121470681326e-09,-0.554449264959313,0.074,0.452,1.35551719921256e-05,"0"
"TOX",1.2998337819392e-09,0.405023922392488,0.259,0.044,1.36456550427977e-05,"0"
"SLC43A3",1.32328814369566e-09,0.614418060628345,0.481,0.184,1.38918789325171e-05,"0"
"PPFIBP2",1.32540107509735e-09,-0.517577273825022,0.074,0.469,1.3914060486372e-05,"0"
"TP53BP1",1.34489686006593e-09,-0.439416736548058,0.21,0.639,1.41187272369721e-05,"0"
"RAB3IP",1.34532121965032e-09,-0.521267049281074,0.111,0.51,1.4123182163889e-05,"0"
"FKBP4",1.36651521120816e-09,-0.391657519288508,0.284,0.827,1.43456766872632e-05,"0"
"FZD6",1.37516227710496e-09,-0.487684791892202,0.062,0.422,1.44364535850478e-05,"0"
"PYCR1",1.37585070166824e-09,-0.504599977354766,0.049,0.412,1.44436806661132e-05,"0"
"PPP1R16B",1.38324340029365e-09,0.304293981838147,0.235,0.034,1.45212892162827e-05,"0"
"MS4A1",1.39708933552754e-09,0.801790425351865,0.321,0.082,1.46666438443682e-05,"0"
"MRTFB",1.42717053092463e-09,-0.463836658811823,0.074,0.469,1.49824362336467e-05,"0"
"TANC1",1.47042656985283e-09,-0.39244828950928,0.037,0.405,1.5436538130315e-05,"0"
"ZEB1",1.49431044638218e-09,0.57694612148923,0.37,0.102,1.56872710661201e-05,"0"
"NMRAL1",1.56547796117403e-09,-0.47343060651313,0.148,0.585,1.6434387636405e-05,"0"
"OBSL1",1.59644412145815e-09,-0.451661723567167,0.037,0.401,1.67594703870677e-05,"0"
"TSPAN13",1.61162720371038e-09,-0.408969012862563,0.272,0.81,1.69188623845516e-05,"0"
"ZBTB41",1.65229118069696e-09,-0.39063235312752,0.074,0.476,1.73457528149567e-05,"0"
"GNG12",1.69582824757141e-09,-0.50274963055769,0.037,0.401,1.78028049430047e-05,"0"
"CKMT1B",1.78153002334552e-09,-0.51073533487228,0.012,0.354,1.87025021850812e-05,"0"
"RAB13",1.78547112211267e-09,-0.407865943753197,0.259,0.769,1.87438758399388e-05,"0"
"CNBP",1.79070282598831e-09,0.254115417601763,0.914,0.932,1.87987982672252e-05,"0"
"MBOAT2",1.85434271545235e-09,-0.434906201403387,0.062,0.442,1.94668898268188e-05,"0"
"NMD3",1.88776787814959e-09,-0.43982266167215,0.333,0.779,1.98177871848144e-05,"0"
"PIAS3",1.89078528419199e-09,-0.44306644328096,0.025,0.391,1.98494639134476e-05,"0"
"ARFIP2",1.89576040952144e-09,-0.438181720120646,0.099,0.493,1.99016927791561e-05,"0"
"C6orf132",1.92033308462251e-09,-0.397710873950775,0.049,0.429,2.01596567223671e-05,"0"
"IARS2",1.92667396894638e-09,-0.359944042118499,0.247,0.728,2.02262233259991e-05,"0"
"ANKRD50",1.93005960716223e-09,-0.425512982141116,0.012,0.361,2.02617657559891e-05,"0"
"PPP1R14C",1.94681944425474e-09,-0.711500067440883,0.062,0.432,2.04377105257863e-05,"0"
"APOC1",1.9644880499926e-09,0.84333614969708,0.309,0.075,2.06231955488223e-05,"0"
"CHD1",1.97637088103233e-09,0.401580700446844,0.889,0.782,2.07479415090774e-05,"0"
"CCDC58",2.11852654985808e-09,-0.32911855996871,0.321,0.752,2.22402917204101e-05,"0"
"MIR4458HG",2.13197197966095e-09,-0.421158874643891,0.074,0.442,2.23814418424806e-05,"0"
"MMAB",2.13789677744651e-09,-0.505851680141611,0.025,0.381,2.24436403696334e-05,"0"
"LDOC1",2.16326752288992e-09,-0.528730943828711,0.037,0.384,2.27099824552983e-05,"0"
"GSDMB",2.17386939695702e-09,-0.55302264803168,0.099,0.5,2.28212809292548e-05,"0"
"FAM199X",2.27670794342297e-09,-0.390727596280271,0.074,0.459,2.39008799900543e-05,"0"
"NET1",2.2784813542018e-09,-0.423362578293948,0.321,0.772,2.39194972564105e-05,"0"
"TGFB3",2.28705835662772e-09,-0.538695091709403,0.012,0.361,2.40095386278778e-05,"0"
"MTRES1",2.3564314466559e-09,-0.455027463876028,0.074,0.456,2.47378173269937e-05,"0"
"ISYNA1",2.4063381756819e-09,-0.53048272690668,0.012,0.35,2.52617381683086e-05,"0"
"LRRFIP1",2.40655562009932e-09,0.326356252801141,0.914,0.871,2.52640208998027e-05,"0"
"TMEM63A",2.42393716374621e-09,-0.433246597845757,0.099,0.483,2.54464923450077e-05,"0"
"AKT1",2.42416080473619e-09,-0.392505080498745,0.136,0.548,2.54488401281206e-05,"0"
"ACAP1",2.44018971038881e-09,0.591670702199911,0.272,0.054,2.56171115796617e-05,"0"
"EXPH5",2.459394801584e-09,-0.472926280547011,0.049,0.401,2.58187266270289e-05,"0"
"PLEKHA2",2.51552163471823e-09,0.583061821818117,0.593,0.313,2.6407946121272e-05,"0"
"DHTKD1",2.51982388680571e-09,-0.3382586239195,0.111,0.517,2.64531111636864e-05,"0"
"MTX2",2.52154630271972e-09,-0.389069885375688,0.111,0.531,2.64711930859517e-05,"0"
"GLRX",2.52714322947972e-09,0.641539242078127,0.63,0.408,2.65299496230781e-05,"0"
"LONP2",2.55788489784868e-09,-0.37448930094493,0.395,0.84,2.68526756576154e-05,"0"
"ITGB8",2.58470460385075e-09,-0.606466657640869,0.086,0.469,2.71342289312252e-05,"0"
"ARHGEF35",2.69406151165447e-09,-0.425837163412822,0.074,0.469,2.82822577493486e-05,"0"
"AIF1L",2.74598975462685e-09,-0.448790269425406,0,0.333,2.88274004440727e-05,"0"
"MAGI1",2.81578960937536e-09,-0.413204129244005,0.012,0.354,2.95601593192225e-05,"0"
"LTBP1",2.88205091616577e-09,-0.531160050231956,0.049,0.405,3.02557705179082e-05,"0"
"ETFRF1",2.88417006168762e-09,-0.461252579378348,0.198,0.571,3.02780173075966e-05,"0"
"AGAP1",2.90759665767378e-09,-0.404043674649586,0.025,0.374,3.05239497122594e-05,"0"
"SERINC3",2.98643225672928e-09,-0.380476844535169,0.358,0.844,3.1351565831144e-05,"0"
"WFDC2",3.00156307927211e-09,-0.660823869712079,0.025,0.381,3.15104092061986e-05,"0"
"TMEM263",3.11712442886903e-09,-0.423993881001116,0.284,0.748,3.27235722542671e-05,"0"
"DOP1B",3.15704374254457e-09,-0.387564712554078,0.111,0.503,3.31426452092329e-05,"0"
"MPZL1",3.15926304856586e-09,-0.394290183362802,0.198,0.626,3.31659434838444e-05,"0"
"GRB2",3.20876529593025e-09,0.390194554588825,0.79,0.735,3.36856180766758e-05,"0"
"TINAGL1",3.27601210624808e-09,-0.399719282751923,0.012,0.354,3.43915750913924e-05,"0"
"MPP7",3.31827599384024e-09,-0.364806050471642,0.025,0.384,3.48352613833348e-05,"0"
"PRKACB",3.32029012969986e-09,0.635446311700029,0.506,0.228,3.48564057815891e-05,"0"
"FAM91A1",3.32680222279409e-09,-0.387286082823545,0.235,0.646,3.49247697348923e-05,"0"
"CYRIA",3.33451263280296e-09,0.599282558165929,0.333,0.088,3.50057136191655e-05,"0"
"SLC2A10",3.34390589063558e-09,-0.422872358238249,0.012,0.357,3.51043240398923e-05,"0"
"NSFL1C",3.3771937316678e-09,-0.438973548920827,0.259,0.684,3.54537797950485e-05,"0"
"PLCB4",3.54836020958633e-09,-0.443880131626822,0.012,0.347,3.72506854802373e-05,"0"
"SLC39A4",3.55806355821605e-09,-0.480213505771709,0.173,0.575,3.73525512341521e-05,"0"
"ZFAND1",3.65516863223221e-09,-0.466447705717589,0.284,0.67,3.83719603011737e-05,"0"
"ZNF655",3.67570377034912e-09,0.610451253558848,0.519,0.231,3.8587538181125e-05,"0"
"DAZAP2",3.73402467726739e-09,0.307062049136582,0.963,0.959,3.91997910619531e-05,"0"
"SLPI",3.76262206058476e-09,-0.693978830442123,0.21,0.537,3.95000063920188e-05,"0"
"DHX32",3.79120321856055e-09,-0.396335734890605,0.049,0.432,3.98000513884487e-05,"0"
"FOXO3",3.79539701381483e-09,-0.378468441018188,0.272,0.769,3.98440778510281e-05,"0"
"HEBP1",3.81164220677229e-09,-0.464633977453055,0.111,0.517,4.00146198866955e-05,"0"
"CEACAM6",3.87059882116374e-09,-0.676645531979703,0.049,0.405,4.06335464245769e-05,"0"
"YIPF6",3.88792669145097e-09,-0.413560400087253,0.284,0.741,4.08154544068523e-05,"0"
"OAS2",3.97122643434838e-09,0.651066646376424,0.457,0.184,4.16899351077893e-05,"0"
"GYPC",3.98022146716011e-09,0.423244033015504,0.235,0.037,4.17843649622468e-05,"0"
"HMGB3",3.98109617379633e-09,-0.420278950418836,0.284,0.69,4.17935476325139e-05,"0"
"TPD52",4.02009925678478e-09,-0.41935238399226,0.469,0.864,4.22030019977266e-05,"0"
"PANK3",4.10845937966531e-09,-0.360862814150319,0.099,0.497,4.31306065677264e-05,"0"
"CASZ1",4.10991441756083e-09,-0.397769500207138,0.111,0.49,4.31458815555536e-05,"0"
"GSE1",4.27763711686946e-09,-0.406133927061246,0.222,0.639,4.49066344528956e-05,"0"
"RNASEK-C17orf49",4.34648545619064e-09,0.413962656764208,0.753,0.636,4.56294043190894e-05,"0"
"PPFIA1",4.35392032326751e-09,-0.452579254169522,0.42,0.833,4.57074555536623e-05,"0"
"YES1",4.35958460078394e-09,-0.413475415120882,0.136,0.565,4.57669191390298e-05,"0"
"SRSF10",4.373755988114e-09,0.254520282973839,0.827,0.905,4.59156903632207e-05,"0"
"FAM110C",4.4076693003981e-09,-0.413638040384541,0,0.327,4.62717123155793e-05,"0"
"VKORC1L1",4.41478481145447e-09,-0.359542502243669,0.062,0.432,4.63464109506491e-05,"0"
"DEGS2",4.51215977914513e-09,-0.522944187891232,0.012,0.347,4.73686533614656e-05,"0"
"DNMT1",4.61107203938638e-09,0.351888618266109,0.815,0.813,4.84070342694782e-05,"0"
"LINC01278",4.61471495578302e-09,-0.39925797652238,0.049,0.405,4.84452776058101e-05,"0"
"PLEKHO1",4.63325930241828e-09,0.701668582094968,0.432,0.173,4.86399561567871e-05,"0"
"PIK3R2",4.73614972594441e-09,-0.330269170066873,0.012,0.35,4.97200998229644e-05,"0"
"CCNG2",4.80414503887996e-09,-0.435770761511923,0.16,0.554,5.04339146181618e-05,"0"
"EIF4A3",4.95190803757372e-09,0.511326152942147,0.778,0.68,5.19851305784489e-05,"0"
"SHTN1",4.98342854089809e-09,-0.381846965019664,0.272,0.755,5.23160328223482e-05,"0"
"ARL4C",5.02654867212394e-09,0.660770101353784,0.556,0.299,5.27687079599572e-05,"0"
"SLC19A2",5.03843767000448e-09,-0.500968738593755,0.111,0.49,5.2893518659707e-05,"0"
"AFMID",5.14592280358032e-09,-0.358011976709635,0.37,0.776,5.40218975919862e-05,"0"
"PDP1",5.14860792585288e-09,-0.414456038479609,0.16,0.565,5.40500860056035e-05,"0"
"MOK",5.15220026292300e-09,-0.488701847640165,0.062,0.425,5.40877983601656e-05,"0"
"SLC7A8",5.20861183079061e-09,-0.491321106283473,0.086,0.459,5.46800069996399e-05,"0"
"MARVELD3",5.22424587533296e-09,-0.38645613294949,0.037,0.388,5.48441331992454e-05,"0"
"TIMM17B",5.51355389247605e-09,-0.403982802395736,0.272,0.724,5.78812887632136e-05,"0"
"IQGAP1",5.53435263305048e-09,0.251479956304362,0.889,0.946,5.8099633941764e-05,"0"
"DANCR",5.6341648172101e-09,-0.462218462761133,0.21,0.667,5.91474622510717e-05,"0"
"PCBD1",5.6518363770185e-09,-0.422152902319436,0.309,0.759,5.93329782859402e-05,"0"
"MFSD6",5.67675143069084e-09,-0.415938996043232,0.099,0.476,5.95945365193925e-05,"0"
"BCAT1",5.74530308720197e-09,0.53657670629988,0.296,0.068,6.03141918094462e-05,"0"
"LRRC8C",5.74796240126971e-09,0.402515916947798,0.272,0.054,6.03421092885295e-05,"0"
"CAPZB",5.76653253689571e-09,0.404080516917054,0.84,0.782,6.05370585723312e-05,"0"
"MIR205HG",5.77812481442456e-09,-0.615766944142489,0.049,0.398,6.06587543018291e-05,"0"
"ARHGAP21",5.79305307223949e-09,-0.422042896228235,0.173,0.592,6.08154711523701e-05,"0"
"ANXA3",5.88236289138676e-09,-0.526849348578572,0.012,0.347,6.17530456337782e-05,"0"
"HOXC10",5.89143573451845e-09,-0.481765614392468,0.025,0.357,6.18482923409746e-05,"0"
"CRACR2B",5.94285852459678e-09,-0.40755350658158,0.025,0.357,6.2388128791217e-05,"0"
"LINC02802",5.97462434501477e-09,-0.606213468985031,0.062,0.408,6.27216063739651e-05,"0"
"ARHGEF12",6.04305825592855e-09,-0.414554461819836,0.136,0.507,6.34400255707379e-05,"0"
"IFITM3",6.3170535775221e-09,0.40063686815157,0.926,0.718,6.6316428456827e-05,"0"
"TIMP3",6.37115789297323e-09,-0.716880920419304,0.012,0.337,6.68844155604329e-05,"0"
"BAIAP2L1",6.50557488421623e-09,-0.435630751971512,0.037,0.388,6.8295525134502e-05,"0"
"PRKCI",6.52921494976148e-09,-0.437900095763211,0.074,0.452,6.8543698542596e-05,"0"
"DLG1",6.55854219355339e-09,-0.381230824980839,0.321,0.769,6.88515759479235e-05,"0"
"NR4A2",6.63308549789963e-09,0.540922648689974,0.741,0.575,6.96341315569503e-05,"0"
"SLC50A1",6.74455159064812e-09,-0.415859708627813,0.346,0.786,7.0804302598624e-05,"0"
"ADGRA3",7.04184220553462e-09,-0.467582254495147,0,0.32,7.39252594737024e-05,"0"
"IGHM",7.36827519957174e-09,0.586983073717028,0.21,0.031,7.73521530451041e-05,"0"
"CCDC82",7.51193935474983e-09,0.586806244833208,0.469,0.197,7.88603393461637e-05,"0"
"NFIC",7.57586735004649e-09,-0.338638799606497,0.222,0.653,7.95314554407881e-05,"0"
"KDELR1",7.67920261122414e-09,-0.310415429631255,0.284,0.714,8.0616269012631e-05,"0"
"CD19",7.7017950744365e-09,0.316219829366086,0.111,0,8.08534446914344e-05,"0"
"VGLL4",7.7127004133032e-09,-0.412864800792259,0.111,0.493,8.0967928938857e-05,"0"
"EIF5",7.779354655982e-09,0.259569983036376,0.951,0.942,8.16676651784991e-05,"0"
"EMC2",7.8298760573206e-09,-0.486881455427147,0.272,0.701,8.21980388497517e-05,"0"
"THBS1",8.18869250346036e-09,-0.553682388980148,0.086,0.449,8.59648939013269e-05,"0"
"NAE1",8.37671271495336e-09,-0.451982699639417,0.198,0.636,8.79387300815804e-05,"0"
"TMEM205",8.43935153332797e-09,-0.402094172957942,0.296,0.762,8.8596312396877e-05,"0"
"CDK2AP1",8.68806204480158e-09,-0.444494386966357,0.259,0.745,9.1207275346327e-05,"0"
"TULP3",8.87703756823754e-09,-0.447201382078741,0.062,0.422,9.31911403913577e-05,"0"
"TESMIN",8.92744833988282e-09,-0.430023314109182,0.012,0.344,9.37203526720898e-05,"0"
"IGKC",9.0597916647417e-09,0.960149280454003,0.531,0.272,9.51096928964583e-05,"0"
"DAG1",9.20957843434723e-09,-0.347192261023921,0.062,0.401,9.66821544037773e-05,"0"
"LAMC1",9.39751524680225e-09,-0.479519599234275,0.012,0.337,9.865511506093e-05,"0"
"NOSTRIN",9.4727980133192e-09,-0.465781772296723,0.025,0.357,9.9445433543825e-05,"0"
"PIM2",9.47360495220121e-09,0.618959323375792,0.667,0.497,9.94539047882083e-05,"0"
"EPS8L2",9.6191124708948e-09,-0.478216578097968,0.074,0.432,0.000100981442719454,"0"
"PEX1",9.89783754574233e-09,-0.359624601078419,0.111,0.48,0.000103907498555203,"0"
"ZNF875",1.01314462003816e-08,-0.451568471392607,0.049,0.408,0.000106359922211606,"0"
"ANO10",1.02469416647845e-08,-0.356242864648967,0.111,0.493,0.000107572393596907,"0"
"PCCB",1.03779776362314e-08,-0.351096534856409,0.16,0.602,0.000108948009225157,"0"
"SLC12A2",1.06119402087629e-08,-0.411971089655958,0.407,0.844,0.000111404148311593,"0"
"LCLAT1",1.07569645074854e-08,-0.403337420437958,0.148,0.565,0.000112926613399582,"0"
"FAM20B",1.08477923010145e-08,-0.388685624162257,0.074,0.435,0.000113880123576051,"0"
"PPIC",1.10893075722991e-08,-0.521331652446108,0.074,0.429,0.000116415550893995,"0"
"CLOCK",1.11725571018506e-08,-0.314476369252621,0.16,0.582,0.000117289504455228,"0"
"TRMT61B",1.13176592127473e-08,-0.376770253077115,0.136,0.554,0.000118812786415421,"0"
"CSNK1E",1.1547386441389e-08,-0.373961409489859,0.259,0.707,0.000121224462861702,"0"
"ATP1B1",1.15844853600826e-08,-0.417055116166126,0.432,0.85,0.000121613927310147,"0"
"SLC39A11",1.18019607494804e-08,-0.460500591466291,0.309,0.796,0.000123896983948045,"0"
"SLC29A1",1.20528296912265e-08,-0.349514547610088,0.123,0.531,0.000126530606098496,"0"
"TSKU",1.20596542825068e-08,-0.414007124848791,0.012,0.33,0.000126602250657756,"0"
"UBXN7",1.21170849002672e-08,-0.324916606372704,0.173,0.595,0.000127205157283005,"0"
"CMSS1",1.2164518663361e-08,-0.376085079542672,0.198,0.582,0.000127703116927964,"0"
"PRUNE1",1.222381624639e-08,-0.45768771168047,0.037,0.374,0.000128325622954602,"0"
"SIX4",1.22459731047678e-08,-0.439292142570705,0.025,0.347,0.000128558225653852,"0"
"UNC50",1.22614393424816e-08,-0.532353999936757,0.136,0.507,0.000128720590217372,"0"
"COMMD7",1.23097005790627e-08,-0.38358575226541,0.21,0.66,0.000129227236679,"0"
"UQCC3",1.28897908219513e-08,-0.350981071063099,0.123,0.531,0.000135317024048845,"0"
"KRIT1",1.30773908711414e-08,-0.438141936485531,0.111,0.493,0.000137286449365242,"0"
"HDLBP",1.36878586661915e-08,-0.3726269836328,0.543,0.929,0.000143695140277679,"0"
"SRSF2",1.37225777653814e-08,0.281816028124579,0.864,0.898,0.000144059621380974,"0"
"MPV17L",1.38857668598725e-08,-0.414703728315498,0.012,0.327,0.000145772780494941,"0"
