"","UMAP_1","UMAP_2"
"BC06_60",3.43529582692652,-2.25784312776562
"BC06_74",3.23564363194972,-2.16028725198742
"BC07_01",4.07691789342433,0.242077478847536
"BC07_06",4.27773547841578,1.50509990163806
"BC07_07",5.19810558034449,2.55519021459583
"BC07_08",4.65914512349635,1.0884643883324
"BC07_12",3.92502809239894,1.72924817510608
"BC07_18",3.90530992223292,1.35460580297473
"BC07_20",4.04348302556544,2.1012030930138
"BC07_23",-6.57346009539098,14.9173556656456
"BC07_24",3.96915126515895,1.90318978734973
"BC07_27",4.58594489766627,1.09458363958362
"BC07_31",4.83663440419703,0.732776770076784
"BC07_35",3.66547656728297,1.74139703222278
"BC07_36",3.83763576222926,1.33867610403064
"BC07_38",4.86023975087672,0.804323801479372
"BC07_39",3.55432058049708,1.55088580556873
"BC07_42",5.02216983510523,3.79858792730335
"BC07_43",3.79380536748438,1.54025424428943
"BC07_44",3.53919339849024,1.44618571706775
"BC07_52",4.74093032552272,3.67103780218128
"BC07_55",5.21941734029322,2.91485799261096
"BC07_57",4.80158496572047,1.1618491501427
"BC07_58",4.73842883779078,2.25373567052844
"BC07_59",4.59999728871852,1.28314889379505
"BC07_61",5.17244029714137,0.646788248500856
"BC07_65",3.67336583806544,1.68466580816272
"BC07_66",4.40171313954859,0.67455829092029
"BC07_67",3.5347526140359,1.74581588216785
"BC07_73",4.35168910695582,1.99203313299182
"BC07_75",3.94485593511134,1.99816811986926
"BC07_78",3.83144212438136,2.09728063055042
"BC07_87",3.4525444574502,1.40636123128894
"BC07_89",4.02807689382105,2.24290002294544
"BC07_95",4.89276099874049,3.51554120489124
"BC08_01",5.0518949098733,3.30623544164661
"BC08_04",5.15513110829859,3.69028294988635
"BC08_06",4.7288215227273,-3.61039482645032
"BC08_08",3.98100686742335,-3.53622352174756
"BC08_22",4.10330272389918,-3.57527886919018
"BC08_24",4.53047252370387,-4.03214644483563
"BC08_27",4.47660899831324,-3.61403452447888
"BC08_31",5.04750323964625,3.58504212804798
"BC08_33",4.70580745412379,-3.3914579062843
"BC08_36",4.5842435426858,-3.45958649209973
"BC08_48",4.3772237367776,-3.93319665483472
"BC08_51",4.57552695943385,-3.65436684183117
"BC08_54",4.88027835561305,3.64141953893665
"BC08_56",4.62993217183619,-4.20171641401288
"BC08_59",4.67165065480738,-3.84650932840344
"BC08_70",3.77750421239405,-3.690556397953
"BC08_73",4.42210078908473,-3.52531563333508
"BC08_88",5.02364803029566,3.51270497747424
"BC08_94",4.56346774770289,-4.08559357217785
"BC08_95",4.48911452962428,-3.99536668352124
"BC09_13",4.51652980519801,-0.938677182712523
"BC09_44",4.48900008870631,-0.976429811038939
"BC09_50",4.82273078633814,-0.941751828708616
"BC09_70",4.97026897145777,3.58674920507434
"BC09_Re_01",4.59437728597193,-0.761833062686888
"BC09_Re_05",4.61748481465846,-0.994798532047239
"BC09_Re_13",4.65368247701197,-0.749446263828245
"BC10_09",3.15213418675929,-3.5405205397987
"BC10_16",3.09982944203883,-3.53833781770703
"BC10_47",2.98931194020777,-2.97136246255871
"BC10_54",3.16775155736476,-3.02224122575757
"BC10_58",3.08454824162989,-3.20981346658703
"BC10_69",3.37874437047511,-3.52987968019482
"BC10_73",3.11361814214259,-3.13603555253979
"BC10_80",2.95483089162379,-3.35148369363782
"BC10_81",3.62456346227198,-3.59597097925183
"BC10_85",3.1715180940774,-3.44180475763318
"BC10_95",3.38196540547877,-3.65124022058484
"BC11_01",5.36874938680201,0.0752326340294207
"BC11_04",5.2045991487649,-0.730522504367796
"BC11_07",5.12910628987818,-0.816874852695433
"BC11_43",5.02830196095973,-0.440582147159544
"BC11_56",5.30226207448512,-0.380523076572386
"BC11_69",4.71383929921656,-0.229513516941038
"BC11_70",4.64001632405787,-0.209267011203734
"BC11_78",4.62422252370387,-0.400463929691282
"BC11_81",4.85060859395533,-0.175391068973509
"BC11_88",5.0174710817483,-0.670911183872191
