"gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster"
"SMPDL3A",1.58808215381982e-05,-0.353693686894694,0.02,0.321,0.166716864508005,"2"
"GRSF1",1.59181017528711e-05,-0.343018613980709,0.392,0.794,0.16710823220164,"2"
"TMPO",1.59502540435053e-05,-0.383003142153531,0.176,0.556,0.167445766948719,"2"
"TBPL1",1.60157783051971e-05,-0.399470037741556,0.137,0.519,0.168133640647959,"2"
"NOSIP",1.62851316921871e-05,-0.380817543765924,0.255,0.642,0.17096131250458,"2"
"ALOX5",1.64021673186052e-05,0.351048349894121,0.216,0.045,0.172189952510717,"2"
"SDC1",1.64569760031409e-05,-0.357483794169357,0.569,0.872,0.172765334080973,"2"
"KAT6A",1.68463083519871e-05,0.437763317724737,0.765,0.63,0.176852545079161,"2"
"RABL6",1.69156788790112e-05,-0.278180100139491,0.059,0.391,0.177580796871859,"2"
"MCM6",1.69567016558448e-05,-0.397125806720136,0.02,0.325,0.178011453983058,"2"
"TRIB3",1.72376603875764e-05,-0.447700230380222,0.118,0.461,0.180960958748777,"2"
"PIN4",1.73668075333561e-05,0.343979136052077,0.784,0.728,0.182316745485173,"2"
"PDZD8",1.73801968449581e-05,-0.341584315007935,0.275,0.687,0.18245730647837,"2"
"ODF2L",1.75074081009196e-05,-0.365810357388841,0.314,0.691,0.183792770243454,"2"
"MACO1",1.75811027041339e-05,-0.286732563469079,0.137,0.535,0.184566416187998,"2"
"TMEM63A",1.77457498354586e-05,-0.365295324065441,0.176,0.547,0.186294881772644,"2"
"EGLN1",1.78087222242012e-05,-0.335683027353004,0.118,0.449,0.186955965909665,"2"
"ZNF623",1.78220320843025e-05,-0.376746513776574,0.02,0.321,0.187095692821008,"2"
"CXCL1",1.78503617289927e-05,-0.62419115575637,0,0.284,0.187393097430966,"2"
"UMPS",1.78795978528789e-05,-0.384136885968141,0.176,0.556,0.187700018259523,"2"
"SLC35A3",1.80674682557798e-05,-0.340617345466882,0.275,0.634,0.189672281749176,"2"
"MRFAP1L1",1.81211468916189e-05,-0.403735861602544,0.235,0.613,0.190235800068216,"2"
"CSPP1",1.81839053200944e-05,-0.339124196219442,0.255,0.675,0.190894638050351,"2"
"TMEM134",1.82312325679838e-05,0.408802260102852,0.784,0.617,0.191391479498694,"2"
"RAP2C",1.84200873604127e-05,0.262296961157676,0.902,0.811,0.193374077109613,"2"
"TM7SF2",1.84297924373564e-05,-0.347699031631864,0.02,0.325,0.193475961007368,"2"
"ARHGAP26",1.86248836623897e-05,-0.398286347181729,0.039,0.358,0.195524028687767,"2"
"COQ8A",1.86973225865505e-05,-0.359652235725589,0.039,0.35,0.196284492513607,"2"
"UHRF1BP1L",1.87785648822751e-05,-0.323078612335817,0.176,0.551,0.197137374134124,"2"
"RPE",1.88261782197177e-05,-0.403243541502719,0.098,0.453,0.197637218950596,"2"
"C2orf76",1.9459634651753e-05,-0.399308291860755,0.176,0.543,0.204287244574103,"2"
"SDHD",1.95835529896654e-05,-0.3597928407483,0.314,0.794,0.205588139285507,"2"
"RETREG2",1.96027047264233e-05,-0.362309707405628,0.294,0.654,0.205789194217992,"2"
"ZNF84",1.97213916398725e-05,-0.369749321035712,0.098,0.457,0.207035169435381,"2"
"KLHDC10",1.97229404033125e-05,-0.267750161153336,0.137,0.535,0.207051428353974,"2"
"PAM",1.97725211086971e-05,-0.554201754222013,0.078,0.395,0.207571926599102,"2"
"LRATD2",1.98167362928356e-05,-0.366003241115984,0.314,0.72,0.208036097602189,"2"
"UBE2F",2.01077535784226e-05,-0.396931416233047,0.196,0.527,0.21109119706628,"2"
"MFF",2.02495927360501e-05,-0.373907660501137,0.216,0.572,0.212580224543054,"2"
"LYST",2.03867849675259e-05,-0.351612361914246,0.157,0.527,0.214020468589087,"2"
"TMEM237",2.04865182530294e-05,-0.390368000951355,0.078,0.407,0.215067468620303,"2"
"ARL8B",2.07226134952281e-05,0.283230344107436,0.824,0.86,0.217545996472905,"2"
"CAPN13",2.09041473688818e-05,-0.399411082275114,0.039,0.346,0.219451739078521,"2"
"H4C11",2.102131123373e-05,-0.524686045566568,0.02,0.309,0.220681725331698,"2"
"IFIT2",2.10649999171763e-05,0.356469117582741,0.314,0.091,0.221140369130517,"2"
"BPNT2",2.11269165106881e-05,-0.301145520592302,0.196,0.572,0.221790369529204,"2"
"LRRC57",2.1262309212412e-05,-0.375596090908823,0,0.28,0.223211722111901,"2"
"GLIPR2",2.1262309212412e-05,-0.405191613363341,0,0.28,0.223211722111901,"2"
"PNMT",2.1262309212412e-05,-0.469675447616363,0,0.28,0.223211722111901,"2"
"INAVA",2.15569379893532e-05,-0.427334893688932,0.02,0.305,0.22630473501223,"2"
"NF2",2.17271997594818e-05,-0.404450541217504,0.176,0.527,0.22809214307504,"2"
"FLOT2",2.2034013775173e-05,-0.381595109455862,0.176,0.572,0.231313076611766,"2"
"TMBIM1",2.30366611220187e-05,-0.28375243534327,0.118,0.49,0.241838868458953,"2"
"TUBB4B",2.31857427134822e-05,-0.314971519134593,0.529,0.905,0.243403927006137,"2"
"ZNF468",2.32975932941476e-05,-0.340386517993226,0.078,0.403,0.244578134401961,"2"
"CHPF",2.39491324779585e-05,-0.319239933509847,0.039,0.329,0.251417992753609,"2"
"GSTM3",2.3967081912198e-05,0.52473331815688,0.627,0.42,0.251606425914254,"2"
"IFIT3",2.39834185328717e-05,0.36755456320146,0.412,0.152,0.251777927758087,"2"
"PRODH",2.39933739718724e-05,0.391488982027066,0.353,0.123,0.251882439956717,"2"
"SNHG1",2.41217222300945e-05,-0.428887007399573,0.294,0.695,0.253229839971532,"2"
"NOL8",2.41521436526143e-05,-0.352496875357315,0.255,0.724,0.253549204065145,"2"
"TAF2",2.42382494980549e-05,-0.309999099576225,0.294,0.712,0.25445314323058,"2"
"KLF7",2.4283804042779e-05,-0.371767801247723,0.098,0.428,0.254931374841094,"2"
"SELENOF",2.43597230559731e-05,-0.357880603857511,0.49,0.881,0.255728372641606,"2"
"ZNF544",2.44523530283091e-05,-0.40193901144072,0.059,0.374,0.256700802091189,"2"
"PRKRA",2.46566937366934e-05,-0.361182324560348,0.255,0.63,0.258845970847808,"2"
"NDRG3",2.46805566327388e-05,-0.400486497720933,0.118,0.453,0.259096483530492,"2"
"IQCN",2.4715772103068e-05,0.343283089419928,0.314,0.103,0.259466175538008,"2"
"GUCY1A1",2.47164475821053e-05,-0.464561310757736,0.02,0.305,0.259473266716941,"2"
"ZBTB33",2.48154797178475e-05,-0.293254333504931,0.059,0.387,0.260512906077963,"2"
"LRRC41",2.48385755759136e-05,-0.326616614219343,0.176,0.523,0.260755366395941,"2"
"MTUS1",2.49423470040813e-05,-0.34511351292579,0.294,0.675,0.261844758848846,"2"
"HERC1",2.49838040696022e-05,0.396805175907304,0.765,0.556,0.262279975122684,"2"
"TOMM20",2.515350625457e-05,-0.315081341229796,0.569,0.955,0.264061508660476,"2"
"S100A13",2.52988830557468e-05,0.297783912473362,0.784,0.765,0.26558767431923,"2"
"SMARCAL1",2.53000721681636e-05,-0.339945564551214,0,0.276,0.265600157621382,"2"
"MPP6",2.53000721681636e-05,-0.379900309289871,0,0.276,0.265600157621382,"2"
"PRKACB",2.53000721681636e-05,-0.393699003432976,0,0.276,0.265600157621382,"2"
"SULT1E1",2.53000721681636e-05,-0.646118882672056,0,0.276,0.265600157621382,"2"
"DCD",2.55999196657032e-05,-0.621862085582642,0.02,0.3,0.268747956650552,"2"
"CLPP",2.60511923851085e-05,-0.33106070882946,0.137,0.498,0.273485417658869,"2"
"PHLDA2",2.61673683652232e-05,-0.324658734393556,0.098,0.444,0.274705033098113,"2"
"PLPP2",2.631968356833e-05,-0.389328050880589,0.275,0.613,0.276304038100329,"2"
"TOB2",2.63917545522431e-05,0.388052082233494,0.784,0.671,0.277060639289448,"2"
"VIRMA",2.63917545522431e-05,-0.328165716224761,0.353,0.761,0.277060639289448,"2"
"SF3B3",2.68563871207705e-05,-0.398043196948102,0.275,0.691,0.281938351993848,"2"
"HMOX2",2.70664425696489e-05,-0.436701998699294,0.235,0.58,0.284143514096174,"2"
"TFPI",2.74062086187327e-05,-0.518199102612084,0.02,0.313,0.287710378079456,"2"
"MRPL30",2.74790390067428e-05,-0.33060774421924,0.118,0.436,0.288474951492786,"2"
"TMEM223",2.76103083186364e-05,-0.317371481597401,0.039,0.35,0.289853016729045,"2"
"YEATS2",2.76103083186364e-05,-0.332884738479172,0.039,0.35,0.289853016729045,"2"
"MAP3K20",2.78348451545705e-05,-0.394462962977264,0.235,0.634,0.292210204432682,"2"
"EIF2D",2.82685650909034e-05,-0.437212223731509,0.02,0.313,0.296763396324304,"2"
"IGFBP4",2.85156174138476e-05,0.381137549113044,0.471,0.202,0.299356951610572,"2"
"NUCKS1",2.87107665537669e-05,-0.271144140364021,0.647,0.955,0.301405627281445,"2"
"LMO4",2.8967155251643e-05,-0.360222816665758,0.098,0.42,0.304097195831749,"2"
"TMEM109",2.91331026236988e-05,-0.385563671445499,0.157,0.502,0.30583931134359,"2"
"GARS1",2.91389566585886e-05,-0.332798623447253,0.412,0.79,0.305900767001863,"2"
"HIKESHI",2.91420725881881e-05,-0.346031335012031,0.255,0.646,0.305933478030799,"2"
"TCF7L1",2.91566782965074e-05,-0.364116635325742,0.02,0.313,0.306086808756734,"2"
"TMEM208",2.92619378655563e-05,0.310788609609802,0.765,0.749,0.30719182371261,"2"
"NCEH1",2.93894937898135e-05,-0.338373768438267,0.157,0.502,0.308530905805462,"2"
"RTN3",2.9787927875653e-05,-0.328965891099894,0.471,0.815,0.312713666838605,"2"
"DUSP4",3.00383982351406e-05,-0.346641303019173,0.157,0.506,0.315343104672506,"2"
"CALM3",3.00611211123197e-05,-0.323146804260091,0.196,0.613,0.315581649437133,"2"
"MUC6",3.00735904297821e-05,-0.323871414289147,0,0.272,0.315712552331852,"2"
"NXN",3.00735904297821e-05,-0.453458528998537,0,0.272,0.315712552331852,"2"
"CDO1",3.00735904297821e-05,-0.544664558195761,0,0.272,0.315712552331852,"2"
"ZCRB1",3.02008576751793e-05,0.253709184785065,0.765,0.831,0.317048603874032,"2"
"PPP1R14B-AS1",3.0277936702434e-05,-0.423736854040279,0.02,0.309,0.317857779502152,"2"
"CAPN2",3.0442250106254e-05,-0.350036461267559,0.353,0.765,0.319582741615455,"2"
"MRPL55",3.05614303050956e-05,-0.338172908727939,0.412,0.831,0.320833895342893,"2"
"RIOX2",3.0707748767442e-05,-0.440032517310309,0.137,0.457,0.322369946560606,"2"
"PDZK1IP1",3.08885247427086e-05,-0.537805436121135,0.039,0.333,0.324267732748954,"2"
"MBD4",3.08986709037894e-05,-0.331426075831326,0.314,0.671,0.324374247147981,"2"
"C2orf74",3.09093801120685e-05,-0.44560434045892,0.02,0.3,0.324486672416495,"2"
"RHOV",3.11019483319555e-05,-0.32651212094827,0.059,0.362,0.326508253588869,"2"
"TFB2M",3.12222313832137e-05,-0.340984650713556,0.157,0.51,0.327770985060978,"2"
"CLCN3",3.12885068045728e-05,-0.299384534722043,0.333,0.733,0.328466744434405,"2"
"ZFX",3.13680180847405e-05,0.259042039327469,0.824,0.905,0.329301453853606,"2"
"CLDN3",3.14950237228248e-05,-0.3069708417687,0.157,0.51,0.330634759042215,"2"
"TATDN3",3.15054035566292e-05,-0.428746801473752,0.078,0.383,0.330743726537494,"2"
"PDCL",3.17826259119036e-05,-0.32515545293441,0.078,0.403,0.333654006823164,"2"
"DNAJC5",3.18510512957993e-05,-0.286032641235874,0.059,0.37,0.334372336503301,"2"
"DENND4C",3.19888968293023e-05,-0.264757689200923,0.255,0.675,0.335819438914015,"2"
"NAA35",3.20316256861723e-05,-0.346245287360764,0.176,0.519,0.336268006453437,"2"
"ABHD3",3.21444417326639e-05,-0.381342768625784,0.039,0.342,0.337452349309506,"2"
"SEC14L2",3.21527930120253e-05,0.411941514069252,0.333,0.119,0.337540021040242,"2"
"EMC6",3.23569892391434e-05,-0.405644389581586,0.118,0.416,0.339683673032528,"2"
"PSMD3",3.26762362091753e-05,-0.336439653471631,0.353,0.704,0.343035127723922,"2"
"EPHB4",3.27979557131035e-05,-0.312464366523547,0.098,0.416,0.344312939076161,"2"
"GRWD1",3.34253274914711e-05,-0.306242597807978,0.02,0.305,0.350899088005464,"2"
"DYNC2I2",3.36765448359076e-05,-0.381809007330496,0.059,0.354,0.353536367687358,"2"
"DYRK2",3.37583424041465e-05,-0.319313978658878,0.059,0.379,0.35439507855873,"2"
"NTPCR",3.37926227607334e-05,-0.337698300421927,0.196,0.593,0.354754953742179,"2"
"DEGS1",3.40235873494553e-05,-0.369604142105725,0.353,0.712,0.357179619994582,"2"
"ZHX1",3.40517949703584e-05,-0.393268114739024,0.275,0.617,0.357475743598822,"2"
"NDUFV1",3.42344428897199e-05,0.366740417705557,0.784,0.679,0.359393181456279,"2"
"BRF2",3.4512110119383e-05,0.352839067440154,0.412,0.165,0.362308132033283,"2"
"GGPS1",3.51059246795424e-05,-0.361641071413962,0.314,0.765,0.368541997285836,"2"
"COX10",3.53114513560042e-05,-0.316083465766603,0.039,0.35,0.370699616335332,"2"
"TRIM2",3.55407364064039e-05,-0.401065225250778,0.078,0.403,0.373106650794429,"2"
"FZD7",3.55901215578483e-05,-0.356834823239987,0.078,0.395,0.373625096114291,"2"
"TRPV6",3.571126923048e-05,-0.381544500496904,0,0.267,0.374896904381579,"2"
"TTLL7",3.571126923048e-05,-0.414972139513411,0,0.267,0.374896904381579,"2"
"IMP4",3.58960303670553e-05,-0.285959303106613,0.255,0.658,0.376836526793347,"2"
"LRATD1",3.64355493987107e-05,-0.321019371241607,0.02,0.309,0.382500397587665,"2"
"PPP1R10",3.6572643352497e-05,0.278217866333103,0.824,0.708,0.383939609914513,"2"
"SH3YL1",3.66867548204644e-05,-0.316721604451795,0.333,0.761,0.385137552105235,"2"
"LMO7",3.68015477605404e-05,-0.435095769007202,0.098,0.432,0.386342648390153,"2"
"CMYA5",3.69544655869718e-05,0.475274075916367,0.471,0.243,0.38794797973203,"2"
"ARV1",3.72041335364922e-05,-0.402888391592326,0.118,0.432,0.390568993866095,"2"
"LINC00662",3.72480190052798e-05,-0.381178066480985,0.098,0.44,0.391029703517427,"2"
"THEM6",3.77225397540875e-05,-0.297928389726876,0.059,0.362,0.396011222338411,"2"
"FRMD4B",3.79252366911268e-05,-0.36573851887037,0.137,0.477,0.398139134783449,"2"
"POR",3.82025999396154e-05,-0.348412805325645,0.216,0.584,0.401050894166082,"2"
"FAHD1",3.8375639161162e-05,-0.355488831633306,0.137,0.457,0.402867459913878,"2"
"ZNF250",3.84166801111307e-05,-0.40034208525914,0.078,0.383,0.403298307806651,"2"
"TSN",3.85348909063428e-05,-0.348823015737651,0.196,0.634,0.404539284734787,"2"
"PHF20",3.87877604466403e-05,-0.347827024709727,0.412,0.844,0.40719390916883,"2"
"PXYLP1",3.88656160927175e-05,-0.367210467904627,0.078,0.379,0.408011237741349,"2"
"SLC30A1",3.90527682066186e-05,-0.321272145713408,0.137,0.481,0.409975960633082,"2"
"GTF2IRD1",3.90527682066186e-05,-0.409804138902476,0.137,0.481,0.409975960633082,"2"
"ARL4A",3.90966565560826e-05,-0.35944404248403,0.196,0.601,0.410436700525755,"2"
"ASXL1",3.92517099925015e-05,-0.32766563482134,0.196,0.564,0.41206445150128,"2"
"FAM174C",3.96476914396015e-05,-0.344606283259901,0.157,0.506,0.416221464732936,"2"
"ID3",3.96587627925033e-05,-0.420572250393917,0.255,0.621,0.4163376917957,"2"
"ADH5",4.08140545183215e-05,-0.332000230045608,0.275,0.7,0.428465944333339,"2"
"OLA1",4.17275892446256e-05,-0.335013361428656,0.451,0.782,0.43805623189008,"2"
"HSDL2",4.18090200340993e-05,-0.362708883391075,0.078,0.42,0.438911092317974,"2"
"KLHL9",4.21723598893835e-05,-0.379608507263087,0.118,0.416,0.442725434118748,"2"
"KANSL1",4.21785034435623e-05,0.373436542173361,0.745,0.675,0.442789929150517,"2"
"TXNDC9",4.23176479882081e-05,-0.383491663391501,0.294,0.695,0.444250668580208,"2"
"KCNN4",4.23629404215236e-05,-0.364866357418633,0,0.263,0.444726148545155,"2"
"ZNF473",4.23629404215236e-05,-0.371233568716792,0,0.263,0.444726148545155,"2"
"SNX16",4.23629404215236e-05,-0.37949707271774,0,0.263,0.444726148545155,"2"
"FOLR1",4.23629404215236e-05,-0.534316737859494,0,0.263,0.444726148545155,"2"
"ZSCAN31",4.28459808468071e-05,-0.366203782205971,0.039,0.329,0.449797106929781,"2"
"SLC19A2",4.34195579628987e-05,0.457564446660082,0.627,0.461,0.455818519494511,"2"
"INSIG2",4.35504481016724e-05,-0.398930742129901,0.118,0.457,0.457192604171357,"2"
"SURF2",4.43681098057611e-05,-0.333748075340187,0.02,0.3,0.46577641674088,"2"
"CRAT",4.44207209594368e-05,-0.346873910899092,0.02,0.288,0.466328728632168,"2"
"MPDZ",4.46673964302781e-05,-0.353487418935334,0.059,0.374,0.46891832772506,"2"
"HMCES",4.59863818903736e-05,-0.345159754533724,0.118,0.461,0.482765037085142,"2"
"YWHAH",4.65100831382805e-05,-0.307051560023571,0.392,0.782,0.488262852785668,"2"
"FAM111A",4.65111727871026e-05,0.439867946035945,0.686,0.56,0.488274291919004,"2"
"SLC22A5",4.67515062715506e-05,0.421327744630528,0.51,0.292,0.490797312838738,"2"
"ATP6V0E2",4.71449702282138e-05,-0.293462823492589,0.118,0.457,0.494927897455789,"2"
"SESN1",4.7322905128145e-05,-0.409383056593548,0.078,0.379,0.496795858035267,"2"
"CEP295",4.77340782481717e-05,-0.271711305738281,0.078,0.403,0.501112353449306,"2"
"GMCL1",4.77507318173582e-05,-0.286560061754323,0.196,0.576,0.501287182618627,"2"
"PQBP1",4.79504261990978e-05,-0.330426468367389,0.333,0.737,0.503383574238129,"2"
"COL27A1",4.82311347821915e-05,0.419754215393688,0.392,0.165,0.506330452943447,"2"
"RNF145",4.8298828694185e-05,-0.400140963876349,0.118,0.416,0.507041103631554,"2"
"RPS6KC1",4.84078309663458e-05,-0.312918408694855,0.02,0.296,0.508185409484698,"2"
"PLRG1",4.86286501875856e-05,-0.347685354941371,0.137,0.486,0.510503569669274,"2"
"TMEM101",4.88656059659884e-05,0.587464241087772,0.431,0.206,0.512991131430946,"2"
"INTS7",4.89233163934562e-05,-0.381245159509652,0.039,0.317,0.513596975498503,"2"
"AFF4",4.899049838071e-05,0.339732526214544,0.804,0.807,0.514302252000694,"2"
"SLC30A4",4.96380616636097e-05,-0.35241112783075,0.02,0.3,0.521100371344574,"2"
"ZNF226",4.98816686531439e-05,-0.382899961413751,0.098,0.428,0.523657757520705,"2"
"ELOC",5.00923303114848e-05,-0.353380718843995,0.588,0.959,0.525869283609967,"2"
"TMEM164",5.02032769501967e-05,-0.284807666044189,0,0.259,0.527034001423165,"2"
"PSAT1",5.02032769501967e-05,-0.45989896145253,0,0.259,0.527034001423165,"2"
"CALML5",5.02032769501967e-05,-0.506452470274057,0,0.259,0.527034001423165,"2"
"UHRF2",5.03298574859049e-05,-0.39619496017015,0.098,0.428,0.52836284388703,"2"
"ENC1",5.06264492836994e-05,-0.407850934207025,0.078,0.374,0.531476464580276,"2"
"VOPP1",5.12124537811582e-05,-0.271121244137965,0.255,0.605,0.537628339794599,"2"
"GPR137B",5.23817504458061e-05,-0.395291275644579,0.098,0.403,0.549903616180072,"2"
"HSPE1-MOB4",5.29989159017048e-05,-0.363104528263391,0.137,0.486,0.556382619136097,"2"
"COMMD10",5.35535982531342e-05,0.454849829307884,0.667,0.519,0.562205674461403,"2"
"GDAP2",5.41513634866418e-05,-0.370211982646804,0.059,0.362,0.568481013882765,"2"
"TFAP2A",5.42638188409473e-05,0.28442649491901,0.784,0.79,0.569661570192264,"2"
"USP46",5.4304579988277e-05,-0.322638953197599,0.137,0.469,0.570089480716932,"2"
"ACTR1B",5.49719272540422e-05,-0.328337914795364,0.059,0.354,0.577095292312935,"2"
"RBM34",5.56853611231118e-05,-0.3226083140678,0.412,0.852,0.584584921070427,"2"
"IER3-AS1",5.62324999435893e-05,0.489409687124258,0.608,0.444,0.5903287844078,"2"
"ALS2",5.62389474883493e-05,-0.255456617761363,0.078,0.403,0.590396470732691,"2"
"ITGAE",5.66803333308429e-05,-0.410423399036395,0.176,0.519,0.595030139307189,"2"
"ANP32B",5.67026521573203e-05,-0.264028306391642,0.294,0.749,0.595264442347549,"2"
"DNAJC19",5.67588684872888e-05,-0.293161282096012,0.451,0.774,0.595854601379558,"2"
"RASD1",5.70925699789204e-05,-0.360575196511037,0.098,0.416,0.599357799638706,"2"
"LASP1",5.73852466481679e-05,0.397474779522525,0.647,0.457,0.602430319312466,"2"
"NT5C2",5.75209666814818e-05,-0.280869978916267,0.157,0.547,0.603855108222196,"2"
"SYMPK",5.75650474124658e-05,-0.312684188566791,0.02,0.296,0.604317867736066,"2"
"DENND10",5.77825670664011e-05,-0.293798001510045,0.255,0.65,0.606601389063079,"2"
"RSBN1L",5.82674074098436e-05,-0.296399596579054,0.294,0.65,0.611691242988538,"2"
"MTMR2",5.82860691870673e-05,-0.360374057079372,0.039,0.313,0.611887154325833,"2"
"BEX2",5.86464935024305e-05,0.443163422856544,0.569,0.317,0.615670888788515,"2"
"CBR3-AS1",5.86637846270522e-05,-0.345515642313677,0.118,0.457,0.615852411014794,"2"
"CSNK2A2",5.89424928129603e-05,0.408141550931798,0.725,0.679,0.618778289550457,"2"
"CBR3",5.9435726941578e-05,-0.343800845945363,0,0.255,0.623956261432686,"2"
"AASDHPPT",5.94886216263712e-05,-0.323634139869925,0.235,0.601,0.624511549833645,"2"
"COA3",5.96692856699238e-05,0.268180121870152,0.863,0.815,0.62640816096286,"2"
"OXCT1",5.9699355671125e-05,-0.359509566339625,0.059,0.358,0.626723835835471,"2"
"FBXW2",5.97079015476982e-05,-0.300942253455257,0.118,0.432,0.626813550447736,"2"
"ATF1",6.00457920770093e-05,-0.379717220413592,0.157,0.473,0.630360725224444,"2"
"ARMT1",6.00491606747037e-05,-0.339873023538119,0.255,0.642,0.63039608876304,"2"
"EDRF1",6.03499649593583e-05,-0.338931318364186,0.059,0.366,0.633553932143343,"2"
"FAR2",6.05566180111055e-05,-0.351885725104115,0.078,0.383,0.635723375880586,"2"
"ATG101",6.10549676754064e-05,-0.294714991450526,0.157,0.519,0.640955050656416,"2"
"RABEPK",6.10935333329507e-05,-0.311845192012912,0.078,0.391,0.641359912929316,"2"
"CWC22",6.11904051835104e-05,-0.337073359372143,0.216,0.58,0.642376873616492,"2"
"ANKRD39",6.14094476779304e-05,-0.378675214157978,0.216,0.556,0.644676381722913,"2"
"DNAJC10",6.19828671724606e-05,-0.266742323198801,0.235,0.634,0.650696139576491,"2"
"SLC30A8",6.2057600267108e-05,-0.606094021551672,0.02,0.28,0.6514806876041,"2"
"RGS16",6.22867066755385e-05,-0.418754507713834,0.059,0.35,0.653885846679803,"2"
"NSMCE4A",6.26532133466309e-05,-0.326716743079772,0.137,0.465,0.657733433712931,"2"
"RTL8A",6.28568583804643e-05,-0.347118473352167,0.353,0.77,0.659871299278115,"2"
"YIPF1",6.3204695124117e-05,0.45126092176953,0.686,0.506,0.66352288941298,"2"
"RALA",6.32631515640604e-05,-0.309711157504739,0.353,0.737,0.664136565119506,"2"
"ELOVL5",6.35604136101386e-05,0.28584443232583,0.863,0.72,0.667257222079235,"2"
"ETHE1",6.35736948290965e-05,-0.384054321670222,0.157,0.514,0.667396648315855,"2"
"NCOA6",6.45178390547516e-05,-0.25939930173115,0.275,0.638,0.677308274396783,"2"
"LCOR",6.45218130607676e-05,-0.311864893309746,0.196,0.564,0.677349993511938,"2"
"MFSD6",6.52247973331835e-05,-0.339714968934217,0.196,0.535,0.684729922403761,"2"
"VAPB",6.62052692089872e-05,-0.308538890743537,0.216,0.535,0.695022916155948,"2"
"FLVCR1",6.72358044993271e-05,-0.320577577180921,0.078,0.379,0.705841475633936,"2"
"RGS1",6.7238092021456e-05,-0.367800733791192,0.02,0.284,0.705865490041245,"2"
"TEAD2",6.73849650465635e-05,-0.300492293236369,0.02,0.28,0.707407363058823,"2"
"PLD3",6.78114406980461e-05,-0.363916609656826,0.176,0.498,0.711884504448088,"2"
"TTL",6.93294666698182e-05,-0.351535457374103,0.02,0.284,0.727820741099751,"2"
"IFT52",6.98319633444576e-05,-0.373824090322475,0.255,0.609,0.733095951190116,"2"
"FPGT",7.02970430736752e-05,-0.351631070401625,0,0.251,0.737978358187442,"2"
"GRB14",7.02970430736752e-05,-0.497679981793444,0,0.251,0.737978358187442,"2"
"SYDE2",7.08665690732556e-05,-0.307675011108457,0.02,0.292,0.743957242131037,"2"
"EPB41L5",7.13726474122881e-05,-0.317494574427251,0.235,0.638,0.7492700525342,"2"
"DBT",7.15655001190308e-05,-0.274043907007634,0.059,0.354,0.751294620249586,"2"
"AP4M1",7.15846033563664e-05,-0.269938289341399,0.02,0.292,0.751495166035134,"2"
"PDE4D",7.1632835635021e-05,-0.340582866162205,0.078,0.399,0.75200150849645,"2"
"SATB1",7.19356787499366e-05,0.48568883428049,0.373,0.156,0.755180755516835,"2"
"PCGF3",7.22780683355381e-05,-0.31551152803576,0.137,0.473,0.758775161386479,"2"
"MCCC2",7.28406722560016e-05,0.475058489524289,0.667,0.597,0.764681377343505,"2"
"MRPS18C",7.32653769094686e-05,-0.356994054879891,0.392,0.786,0.769139926795601,"2"
"GPX4",7.39444847691951e-05,-0.32269420348013,0.588,0.951,0.77626920110701,"2"
"NVL",7.42819290838123e-05,-0.353263404208303,0.294,0.72,0.779811691521861,"2"
"SERHL2",7.46966123511439e-05,-0.506305445996307,0.059,0.337,0.784165036462309,"2"
"LRIG3",7.49121228520805e-05,-0.356424226022683,0.02,0.288,0.786427465701142,"2"
"CCDC90B",7.5555983541301e-05,-0.354459209912712,0.235,0.617,0.793186715216578,"2"
"TEX30",7.63982344526475e-05,-0.442388441730453,0.078,0.379,0.802028665283894,"2"
"LRP11",7.68736944714538e-05,-0.291554051914348,0.137,0.506,0.807020044561322,"2"
"H2AJ",7.70119349246355e-05,0.274329460675215,0.784,0.737,0.808471292838823,"2"
"CEP164",7.73298164111551e-05,-0.37381644716508,0.059,0.35,0.811808412684306,"2"
"ASPH",7.78332878113252e-05,-0.350442113135093,0.51,0.856,0.817093855443292,"2"
"ORMDL3",7.79017563397058e-05,-0.367149667701235,0.451,0.774,0.817812638054232,"2"
"NAMPT",7.82055029190206e-05,0.272770521148116,0.784,0.864,0.821001369643879,"2"
"CASP8AP2",7.82677127036906e-05,-0.361030431803475,0.196,0.531,0.821654447963343,"2"
"FBXO28",7.86520793976257e-05,-0.287486563165688,0.118,0.465,0.825689529516275,"2"
"RNF214",7.87186855030049e-05,-0.334192126472761,0.078,0.391,0.826388760410545,"2"
"PACC1",7.91540913314998e-05,-0.328455312870476,0.039,0.317,0.830959650798085,"2"
"DSCAM-AS1",8.00711866486365e-05,0.595964002553004,0.314,0.123,0.840587317437386,"2"
"METAP1",8.02668759171164e-05,-0.312854910137849,0.235,0.626,0.842641663377888,"2"
"EXTL2",8.03923913645651e-05,-0.394709572604773,0.02,0.288,0.843959324545205,"2"
"TRIM33",8.06440500494195e-05,-0.304509318101538,0.314,0.704,0.846601237418805,"2"
"FADS2",8.09962658519188e-05,-0.273884623906543,0.02,0.28,0.850298798913444,"2"
"SELENOH",8.12027399837569e-05,0.258255141765135,0.824,0.897,0.85246636434948,"2"
"TGFBR1",8.12748111947696e-05,-0.313666056549885,0.078,0.403,0.853222967922692,"2"
"B3GALNT2",8.14885980861761e-05,-0.365056401166461,0.039,0.325,0.855467302708677,"2"
"DMTF1",8.20451898444981e-05,-0.350387952337252,0.314,0.675,0.861310402987541,"2"
