"gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster"
"ADIRF",2.29553363769251e-26,0.728137178004619,1,0.749,2.4098512128496e-22,"2"
"PI15",2.60160618021904e-26,1.2333463435502,0.745,0.123,2.73116616799395e-22,"2"
"IFITM1",3.92865533391038e-26,1.08067302707296,0.98,0.477,4.12430236953912e-22,"2"
"IGHG4",4.75510394681548e-26,0.91794534311202,0.549,0.029,4.99190812336689e-22,"2"
"RAB11FIP1",8.59614854459847e-26,0.698770029792466,1,0.807,9.02423674211947e-22,"2"
"IFITM2",1.43821568644287e-25,0.981923787213928,1,0.523,1.50983882762773e-21,"2"
"PLPP5",1.49159015143892e-25,0.842987143386034,1,0.691,1.56587134098058e-21,"2"
"SLC39A6",1.50178789992623e-25,0.839405899577172,1,0.728,1.57657693734255e-21,"2"
"ERLIN2",1.47770025030829e-24,1.05481822383838,0.941,0.395,1.55128972277364e-20,"2"
"CTTN",1.83755179428529e-24,0.540768351643929,1,0.963,1.9290618736407e-20,"2"
"RAB31",2.40208734548439e-24,0.969262901867919,0.824,0.16,2.52171129528951e-20,"2"
"IFI6",3.09586821179164e-24,0.879135596469853,1,0.7,3.25004244873886e-20,"2"
"COX6C",4.83598250225486e-24,0.440157562851826,1,0.984,5.07681443086715e-20,"2"
"ANKRD30A",1.09179408148556e-23,0.888027775318499,0.941,0.358,1.14616542674354e-19,"2"
"CSNK1A1",2.86228605427744e-23,0.36855550052555,1,0.967,3.00482789978046e-19,"2"
"PPFIA1",6.63789166976538e-23,0.69427065862208,1,0.798,6.9684586749197e-19,"2"
"IFITM3",2.12112610714873e-22,0.793777141693956,1,0.658,2.22675818728474e-18,"2"
"MORF4L2",4.29935946273081e-22,0.450069164065205,1,0.988,4.5134675639748e-18,"2"
"GSTM1",4.8337712875587e-22,1.12559980896049,0.608,0.086,5.07449309767912e-18,"2"
"PARD6B",4.92592990870428e-22,0.525527981732606,1,0.848,5.17124121815775e-18,"2"
"AZGP1",5.95181088289294e-22,0.602651104135514,1,0.782,6.248211064861e-18,"2"
"XBP1",6.57630074815997e-22,0.447656312290202,0.98,0.938,6.90380052541833e-18,"2"
"COX6B1",8.54976221163269e-22,0.349904241343693,1,0.984,8.97554036977199e-18,"2"
"NUCB2",1.05826969369642e-21,0.547938907934315,1,0.852,1.1109715244425e-17,"2"
"ALG8",1.25128207322504e-21,0.935417687480121,0.922,0.473,1.31359592047165e-17,"2"
"NFIB",1.46321039869211e-21,-1.12073923396549,0.059,0.864,1.53607827654698e-17,"2"
"EHF",1.49652359784039e-21,-1.21990396137733,0.02,0.844,1.57105047301284e-17,"2"
"HSBP1",1.78190710680142e-21,0.391116189288494,1,0.971,1.87064608072013e-17,"2"
"NSD3",1.96961058881215e-21,0.574915516526117,0.98,0.881,2.067697196135e-17,"2"
"PLPBP",2.07797179357072e-21,0.936978603567205,0.882,0.449,2.18145478889054e-17,"2"
"TCEAL1",2.16718904245514e-21,1.00471730359081,0.902,0.432,2.2751150567694e-17,"2"
"TCEAL4",2.26813542634762e-21,0.683105961393663,0.98,0.778,2.38108857057973e-17,"2"
"TIMP1",2.45841256065796e-21,0.938687506022019,0.98,0.519,2.58084150617873e-17,"2"
"EMP2",2.71558011204045e-21,0.468605277190139,1,0.893,2.85081600162007e-17,"2"
"B2M",6.30860250640795e-21,0.398030649173088,1,1,6.62277091122706e-17,"2"
"TMBIM6",6.75750505528843e-21,0.324653035571872,1,1,7.0940288070418e-17,"2"
"ARF6",7.22887642291674e-21,0.378161358291384,1,0.963,7.58887446877799e-17,"2"
"STC2",9.4787888668209e-21,0.900526235344179,0.745,0.173,9.95083255238858e-17,"2"
"RPS23",3.64289273087353e-20,0.313316355933712,1,0.988,3.82430878887103e-16,"2"
"RPS26",5.92669474210231e-20,0.342035524911999,1,0.967,6.221844140259e-16,"2"
"SERPINA5",8.23119254876826e-20,0.902638944558363,0.569,0.074,8.64110593769692e-16,"2"
"BAG4",8.34110913186206e-20,0.699471415370896,0.941,0.712,8.75649636662879e-16,"2"
"THRAP3",9.95268016303257e-20,0.313026437165103,1,0.971,1.04483236351516e-15,"2"
"RPL28",2.31950470501953e-19,0.327836486846445,1,0.992,2.4350160393295e-15,"2"
"COX6A1",2.82610150666046e-19,0.318377579396657,1,0.979,2.96684136169215e-15,"2"
"MT1G",2.8401228463067e-19,0.862154293034834,0.902,0.432,2.98156096405277e-15,"2"
"RPLP1",2.8735462674626e-19,0.288590829070182,1,1,3.01664887158224e-15,"2"
"CRIP1",3.39174439017037e-19,0.880218638807656,0.882,0.342,3.56065326080086e-15,"2"
"PSME1",3.6092064364782e-19,0.391638434513197,0.98,0.959,3.78894491701481e-15,"2"
"RPL15",4.93706857399292e-19,0.271263124953715,1,0.992,5.18293458897777e-15,"2"
"COX7A2",6.30680391316525e-19,0.30097711236562,1,0.996,6.62088274804088e-15,"2"
"NDUFA3",6.98119133809752e-19,0.399178681046454,0.98,0.947,7.32885466673477e-15,"2"
"IL6ST",7.56763639502734e-19,0.778712789810107,0.941,0.519,7.9445046874997e-15,"2"
"EEF2",8.59105793624516e-19,0.302923551208169,1,0.996,9.01889262147017e-15,"2"
"SPCS1",9.89882953024853e-19,0.369031673606272,0.98,0.922,1.03917912408549e-14,"2"
"SAR1A",1.06037292792284e-18,0.314831249538168,1,0.975,1.1131794997334e-14,"2"
"SKP1",1.15012687796904e-18,0.305053096918056,1,0.992,1.20740319649189e-14,"2"
"RPS14",1.72174703338815e-18,0.281827988689963,1,1,1.80749003565088e-14,"2"
"PSENEN",2.00141393374556e-18,0.522471921978006,0.98,0.844,2.10108434764609e-14,"2"
"BTF3",2.31596456021891e-18,0.319170443016368,0.98,0.971,2.43129959531781e-14,"2"
"HSPB8",2.50316326007777e-18,0.90641047990816,0.824,0.28,2.62782079042964e-14,"2"
"UBA52",3.0671519135258e-18,0.27272587290759,1,0.992,3.21989607881939e-14,"2"
"RPS29",3.48512242438883e-18,0.278166127625873,1,1,3.65868152112339e-14,"2"
"TBCA",3.94622966650721e-18,0.331830147217995,0.98,0.951,4.14275190389927e-14,"2"
"PERP",4.53611150557889e-18,-0.821680357128718,0.314,0.909,4.76200985855672e-14,"2"
"C19orf33",4.69172065996934e-18,0.825035652295018,0.863,0.49,4.92536834883581e-14,"2"
"RNASE4",5.13954185460537e-18,0.918099233519469,0.843,0.317,5.39549103896471e-14,"2"
"EIF1",6.79209098858255e-18,0.287027970834778,1,0.996,7.13033711981396e-14,"2"
"TRPS1",6.87255084040362e-18,0.369294902783633,1,0.942,7.21480387225572e-14,"2"
"RPS3",7.58681747920112e-18,0.27504413920627,1,1,7.96464098966534e-14,"2"
"PTP4A2",8.73821667716876e-18,0.401906040890437,1,0.967,9.17337986769177e-14,"2"
"RPL38",8.81382712733478e-18,0.262949323643921,0.98,0.996,9.25275571827605e-14,"2"
"RPL21",9.16813755087332e-18,0.265395898774388,1,1,9.62471080090681e-14,"2"
"LGALS3BP",1.00764639238522e-17,0.693432009115849,0.961,0.539,1.057827182726e-13,"2"
"RPL15P3",1.19488886765376e-17,0.2853110614478,1,0.951,1.25439433326291e-13,"2"
"FXYD3",1.48594478350819e-17,0.456003747885648,0.961,0.889,1.5599448337269e-13,"2"
"ELF3",1.53322724199561e-17,0.494863132613082,0.961,0.889,1.60958195864699e-13,"2"
"MT2A",1.61793282251173e-17,0.487217398287605,1,0.889,1.69850587707281e-13,"2"
"RPL41",1.74451726740662e-17,0.271750756358297,1,1,1.83139422732347e-13,"2"
"DAD1",1.9439722947789e-17,0.337469181000977,1,0.963,2.04078211505889e-13,"2"
"ISG15",1.96887621320027e-17,0.878353082020918,0.863,0.432,2.06692624861765e-13,"2"
"MT1E",2.09882678400439e-17,0.817169126627798,0.882,0.366,2.20334835784781e-13,"2"
"SLC7A2",2.49017205233923e-17,0.742319567673095,0.627,0.123,2.61418262054573e-13,"2"
"UBL5",2.91084306898715e-17,0.294466481497918,1,0.955,3.05580305382271e-13,"2"
"ATP5MC2",2.91607086139318e-17,0.319460367527082,1,0.984,3.06129119029056e-13,"2"
"KRT19",3.04951734898779e-17,0.418277305341393,1,0.955,3.20138331296738e-13,"2"
"YWHAE",3.56706626941443e-17,0.270439013255349,1,0.988,3.74470616963127e-13,"2"
"HNRNPH1",4.29413404652891e-17,0.265419290256913,1,1,4.50798192204605e-13,"2"
"TOB1",4.78234848813886e-17,0.349508703960191,1,0.975,5.02050944284817e-13,"2"
"RPL3",6.02592630659969e-17,0.260736736723056,1,1,6.32601743666835e-13,"2"
"SRP14",6.50686263732371e-17,0.276588189729929,0.98,1,6.83090439666243e-13,"2"
"TAX1BP1",6.59839568587088e-17,0.336870587375075,1,0.959,6.92699579102725e-13,"2"
"ANXA2",6.91546952971681e-17,0.318346362396017,1,0.971,7.25985991229671e-13,"2"
"ELOB",7.02537980551536e-17,0.276775664663097,1,0.988,7.37524371983002e-13,"2"
"RPL27",7.70216936025503e-17,0.259109437728921,1,0.996,8.08573739439573e-13,"2"
"COX7C",9.83621196706326e-17,0.288989627592587,0.98,0.992,1.0326055323023e-12,"2"
"APOD",1.12903370949201e-16,0.969080192138751,0.784,0.296,1.18525958822471e-12,"2"
"TPT1",1.25519541686546e-16,0.254509207527028,1,1,1.31770414862536e-12,"2"
"RPS13",1.39608647408605e-16,0.274862773648288,1,0.992,1.46561158049554e-12,"2"
"RPS16",1.43914485219596e-16,0.273375188314578,1,1,1.51081426583532e-12,"2"
"KRTCAP2",1.51504235807536e-16,0.375115242162056,0.961,0.93,1.59049146750751e-12,"2"
"RPS27",1.52920217576311e-16,0.253833692216247,1,1,1.60535644411611e-12,"2"
"SUB1",1.75184590075707e-16,0.344955738403283,1,0.971,1.83908782661477e-12,"2"
"MYADM",1.82606520752404e-16,0.490078061417315,0.961,0.815,1.91700325485873e-12,"2"
"CPB1",2.21543823907967e-16,1.05619051969125,0.745,0.226,2.32576706338584e-12,"2"
"SOD1",2.2656302194029e-16,0.306813019863693,1,0.979,2.37845860432916e-12,"2"
"TCEAL3",2.46880362576058e-16,0.789814956787933,0.765,0.28,2.59175004632345e-12,"2"
"CYP4B1",2.78048164271908e-16,0.851885361728412,0.549,0.095,2.91894962852649e-12,"2"
"HNRNPL",2.79789557162303e-16,0.284071840536281,1,0.996,2.93723077108986e-12,"2"
"SELENOM",2.95230867422661e-16,0.598744134422855,0.922,0.683,3.0993336462031e-12,"2"
"AAMDC",3.02232075963322e-16,0.857963764002972,0.843,0.486,3.17283233346296e-12,"2"
"PPP6R3",3.11266834859513e-16,0.464871835348557,0.922,0.885,3.26767923235517e-12,"2"
"RBM6",3.36344175401014e-16,0.412851611823495,0.98,0.947,3.53094115335984e-12,"2"
"RPL30",3.66574756056752e-16,0.250207358657464,1,1,3.84830178908378e-12,"2"
"LSM1",4.29032361777621e-16,0.621680721330231,0.941,0.695,4.50398173394146e-12,"2"
"AMFR",4.36632531950938e-16,0.79574547780185,0.941,0.642,4.58376832042094e-12,"2"
"SOX11",4.46723296127279e-16,-1.01134007902194,0,0.695,4.68970116274418e-12,"2"
"RSF1",5.39392504282909e-16,0.513517154817143,0.961,0.889,5.66254250996198e-12,"2"
"FAM234B",5.57269074448336e-16,0.783052769674019,0.824,0.506,5.85021074355863e-12,"2"
"SRSF6",5.90793566502709e-16,0.318658354012047,0.98,0.975,6.20215086114544e-12,"2"
"UBC",5.99910648628848e-16,0.266527286025365,1,1,6.29786198930565e-12,"2"
"STC1",6.13727577251181e-16,0.81156150161581,0.824,0.407,6.4429121059829e-12,"2"
"ATP5MPL",6.40459689116386e-16,0.343372057289403,0.98,0.926,6.72354581634382e-12,"2"
"HERPUD1",8.43776527968131e-16,0.384537216065367,0.941,0.938,8.85796599060944e-12,"2"
"RPL29",9.49841721825011e-16,0.263121358629472,1,1,9.97143839571897e-12,"2"
"TIMP3",1.04547329844491e-15,0.841998054923808,0.784,0.243,1.09753786870746e-11,"2"
"ZNF281",1.10797866140558e-15,0.658705549011893,0.922,0.634,1.16315599874358e-11,"2"
"CALR",1.29441322009354e-15,0.290882540656735,1,1,1.3588749984542e-11,"2"
"OST4",1.52114563147077e-15,0.270200391580037,1,0.979,1.59689868391801e-11,"2"
"PFDN5",2.06846866919891e-15,0.282948984774196,1,0.979,2.17147840892502e-11,"2"
"COX3",2.35900872994408e-15,0.281812113003864,1,1,2.47648736469529e-11,"2"
"SLC9A3R1",2.64710777744216e-15,0.520794543765657,0.961,0.794,2.77893374475878e-11,"2"
"TSPAN13",2.90973224505141e-15,0.548533142919124,0.902,0.79,3.05463691085497e-11,"2"
"ARGLU1",3.04630837391299e-15,0.34008297762079,0.98,0.934,3.19801453093385e-11,"2"
"OAZ1",3.48786332238562e-15,0.293951291281701,0.961,0.967,3.66155891584043e-11,"2"
"MIF",3.80900164542702e-15,0.27024766094281,1,0.996,3.99868992736929e-11,"2"
"MTATP6P1",3.86449533215073e-15,0.280050747188225,1,1,4.05694719969184e-11,"2"
"CD74",4.27252821568806e-15,0.706734957945727,0.922,0.621,4.48530012082932e-11,"2"
"ND6",4.33805689486155e-15,0.27576819347073,1,1,4.55409212822566e-11,"2"
"PRDX1",5.2320249011179e-15,0.266710071304093,1,0.988,5.49257974119357e-11,"2"
"HLA-B",5.849264405076e-15,0.549178384837904,0.98,0.745,6.14055777244878e-11,"2"
"LINC00173",6.92563148562148e-15,0.808508400637431,0.49,0.078,7.27052793360543e-11,"2"
"JUND",1.0551270940868e-14,0.308387256973525,0.98,0.992,1.10767242337232e-10,"2"
"HEBP2",1.06268319363362e-14,-0.723267120586721,0.216,0.848,1.11560481667657e-10,"2"
"ATP6",1.23379025055177e-14,0.270646530594123,1,1,1.29523300502925e-10,"2"
"KPNA6",1.2577354863957e-14,0.374062184186237,0.98,0.893,1.32037071361821e-10,"2"
"ETF1",1.3064452692535e-14,0.513479499938875,0.941,0.807,1.37150624366232e-10,"2"
"COX1",1.34344303048124e-14,0.266007949539747,1,1,1.41034649339921e-10,"2"
"ATP8",1.34344303048124e-14,0.261062297830801,1,0.996,1.41034649339921e-10,"2"
"SPINT2",1.589817499058e-14,0.328197961422475,1,0.955,1.66899041051109e-10,"2"
"PCBP2",1.73251976855979e-14,0.296118770182879,1,0.971,1.81879925303407e-10,"2"
"PRAME",1.89683626235849e-14,0.821753160358323,0.588,0.136,1.99129870822394e-10,"2"
"COX4I1",1.96780659127524e-14,0.255293940308005,0.98,0.992,2.06580335952075e-10,"2"
"KCNK6",2.22825976980901e-14,0.715894845227325,0.608,0.152,2.3392271063455e-10,"2"
"SFPQ",2.49885382346999e-14,0.314521002457677,0.961,0.984,2.62329674387879e-10,"2"
"RPL21P75",3.119791426356e-14,0.26218957347794,0.98,0.951,3.27515703938853e-10,"2"
"NDUFA2",3.12933625510454e-14,0.395369729213981,0.961,0.872,3.28517720060875e-10,"2"
"ND5",3.69839729971734e-14,0.26828199708506,1,1,3.88257748524326e-10,"2"
"COX2",3.85638578481763e-14,0.261799146208925,1,1,4.04843379690154e-10,"2"
"LSM12",4.30012941575179e-14,0.307030183810347,0.98,0.951,4.51427586065623e-10,"2"
"PPIB",4.95166305697303e-14,0.277982088758027,0.98,0.975,5.19825587721028e-10,"2"
"ELAPOR1",5.01891314355553e-14,0.534969708855772,0.961,0.695,5.26885501810459e-10,"2"
"MGP",5.17210866990347e-14,0.579710138390114,1,0.778,5.42967968166466e-10,"2"
"RPL36AL",5.45414245780136e-14,0.290651981894457,0.98,0.967,5.72575875219987e-10,"2"
"PPP1R1B",8.18265605437879e-14,-1.05750686246575,0.039,0.667,8.59015232588686e-10,"2"
"EWSR1",8.24828150104824e-14,0.300219476303853,0.98,0.959,8.65904591980044e-10,"2"
"KRT18",8.78132413628824e-14,0.300261247280472,0.98,0.926,9.2186340782754e-10,"2"
"STEAP4",9.02186080875923e-14,0.752946551932755,0.49,0.091,9.47114947703544e-10,"2"
"COX17",1.06702006474669e-13,0.354014923003097,0.98,0.914,1.12015766397108e-09,"2"
"HMGB1",1.13263300781985e-13,0.250098943227745,1,1,1.18903813160928e-09,"2"
"EIF4A2",1.54979510489076e-13,0.254419206320768,0.961,0.979,1.62697490111432e-09,"2"
"THSD4",1.74693286564246e-13,0.673172894615467,0.627,0.193,1.83393012235146e-09,"2"
"B4GALT1",1.90082854745655e-13,0.291932536739497,0.98,0.992,1.99548980911989e-09,"2"
"CD59",1.95775821664287e-13,0.364292593302405,0.941,0.947,2.05525457583168e-09,"2"
"ABRACL",2.04856277862477e-13,-0.677626457303829,0.431,0.914,2.15058120500028e-09,"2"
"GPI",2.06928789658182e-13,0.313699891723829,0.941,0.926,2.17233843383159e-09,"2"
"ADIRF-AS1",2.27677898823434e-13,0.386449263507575,0.667,0.181,2.39016258184841e-09,"2"
"DSC2",2.37193406725001e-13,-0.698182752793644,0.078,0.716,2.49005638379906e-09,"2"
"ND4",2.62985230482034e-13,0.252464905506805,1,1,2.76081894960039e-09,"2"
"GJC3",2.68224883918381e-13,0.667494967709025,0.529,0.123,2.81582483137517e-09,"2"
"WSB1",2.75835040636054e-13,0.397582638948056,1,0.926,2.89571625659729e-09,"2"
"MRPS30",2.95061474944865e-13,0.731667692806764,0.784,0.428,3.09755536397119e-09,"2"
"IDH1",3.1209734368342e-13,-0.787182415537091,0.157,0.844,3.27639791398855e-09,"2"
"CST3",3.19262238603116e-13,0.632375995824897,0.863,0.658,3.35161498085551e-09,"2"
"PRDX2",3.27435001811099e-13,0.29281805369669,0.98,0.947,3.43741264901291e-09,"2"
"NHSL1",3.31397457660675e-13,-0.704146556395038,0.137,0.782,3.47901051052177e-09,"2"
"PPP1R14B",3.38009786074926e-13,-0.659525872395408,0.059,0.679,3.54842673421457e-09,"2"
"APRT",3.456389412089e-13,0.375030895700138,0.922,0.856,3.62851760481103e-09,"2"
"POLR2I",3.53063186813746e-13,0.418545544309624,0.922,0.877,3.7064573351707e-09,"2"
"TIMM17A",4.27141697738818e-13,0.330776697344116,0.941,0.905,4.48413354286212e-09,"2"
"FNIP1",4.38995463473587e-13,0.450929748010928,0.882,0.794,4.60857437554572e-09,"2"
"BCAP31",4.41208444934568e-13,0.302934907340669,0.961,0.934,4.6318062549231e-09,"2"
"TMED4",4.55157183558572e-13,0.293022011773945,0.98,0.922,4.77824011299789e-09,"2"
"PDCD4",4.59692738285954e-13,0.295183169293183,0.922,0.947,4.82585436652594e-09,"2"
"TMED10",5.23527731210105e-13,0.426080696638994,0.922,0.827,5.49599412224368e-09,"2"
"TSPYL5",5.25233841013441e-13,-0.77303034359012,0.02,0.613,5.51390486295911e-09,"2"
"R3HDM2",5.38042185059348e-13,0.328793763257496,0.98,0.905,5.64836685875304e-09,"2"
"PADI2",5.52026847054772e-13,-0.727008381949865,0.137,0.716,5.79517784038099e-09,"2"
"KTN1",5.78725355605048e-13,0.294754754072913,0.98,0.959,6.0754587831418e-09,"2"
"ARPC3",5.86229671832476e-13,0.291287229458703,0.961,0.959,6.15423909489733e-09,"2"
"C1orf198",6.82600167191332e-13,-0.711660709991352,0.176,0.84,7.16593655517461e-09,"2"
"NDUFA11",6.98303088203522e-13,0.291004628150092,0.941,0.938,7.33078581996057e-09,"2"
"PPT1",7.02382640018969e-13,0.539331647604337,0.882,0.749,7.37361295491914e-09,"2"
"PMAIP1",8.2506356946085e-13,0.750774798662043,0.765,0.35,8.6615173522e-09,"2"
"ARPC4",8.26985329703647e-13,0.257516137051119,0.961,0.955,8.68169199122889e-09,"2"
"ND3",8.39861523687538e-13,0.264715329516634,1,0.996,8.81686627567177e-09,"2"
"DNAJC3",8.58016218450343e-13,0.334692311847289,0.98,0.934,9.0074542612917e-09,"2"
"PREX1",8.84892553737626e-13,0.589751303246041,0.49,0.107,9.2896020291376e-09,"2"
"TMC4",9.05742321770334e-13,0.638126727813537,0.882,0.543,9.50848289394496e-09,"2"
"MCM4",9.71092621127659e-13,-0.692560409657997,0.059,0.667,1.01945303365982e-08,"2"
"TMBIM4",1.18489695030793e-12,0.343170440587282,0.98,0.897,1.24390481843326e-08,"2"
"COPS9",1.25791442617758e-12,0.349053608204761,0.941,0.885,1.32055856460122e-08,"2"
"SHPRH",1.40060988435886e-12,-0.719796395600428,0.039,0.638,1.47036025659994e-08,"2"
"TNNT1",1.44676610780474e-12,0.802866531413762,0.706,0.3,1.51881505997342e-08,"2"
"NDUFV2",1.48112248920637e-12,0.310034852429651,0.98,0.938,1.55488238916884e-08,"2"
"BEX3",1.52037753110219e-12,0.424288970849123,0.922,0.802,1.59609233215108e-08,"2"
"ANKRD40",1.77455204721509e-12,0.416101032647709,0.941,0.823,1.86292473916641e-08,"2"
"CHP1",1.77787350725517e-12,0.283103341687013,0.961,0.918,1.86641160791648e-08,"2"
"PPIL4",1.97170327500644e-12,-0.68106796932991,0.196,0.831,2.06989409810176e-08,"2"
"NEDD8",2.04078824565204e-12,0.306001305088971,0.961,0.951,2.14241950028551e-08,"2"
"STRN3",2.28998164844599e-12,0.3782527236824,0.922,0.765,2.4040227345386e-08,"2"
"NDRG1",2.86394124723522e-12,-0.676159393531378,0.059,0.646,3.00656552134753e-08,"2"
"SMIM22",2.86553184010632e-12,0.388441363661669,0.863,0.823,3.00823532574361e-08,"2"
"VMP1",3.2672434207765e-12,0.34239121459876,0.98,0.938,3.42995214313117e-08,"2"
"DHCR24",3.49620350597958e-12,0.499237985728303,0.941,0.77,3.67031444057737e-08,"2"
"ZNF252P",3.54084332726039e-12,-0.754241151729319,0.02,0.613,3.71717732495796e-08,"2"
"MPC2",3.97751246811057e-12,0.461648020687663,0.863,0.774,4.17559258902248e-08,"2"
"MSL1",3.98141571099557e-12,-0.699332283421898,0.353,0.835,4.17969021340315e-08,"2"
"CLU",4.23343297526088e-12,0.415005690702063,0.941,0.856,4.44425793742887e-08,"2"
"ITM2B",4.53225668850834e-12,0.348388221276793,0.98,0.914,4.75796307159606e-08,"2"
"MED13L",4.56012502351704e-12,0.565039748748876,0.922,0.695,4.78721924968819e-08,"2"
"WDR83OS",5.68076489669821e-12,0.307185826167573,1,0.918,5.96366698855378e-08,"2"
"BST2",5.72180988529171e-12,0.542707723824928,0.863,0.617,6.00675601757924e-08,"2"
"CLNS1A",6.94339975279176e-12,0.508254880713321,0.902,0.716,7.28918106048079e-08,"2"
"MIER1",7.23238423879303e-12,0.384159691863022,0.941,0.856,7.59255697388492e-08,"2"
"CCND1",7.33040336773549e-12,0.555775483055273,0.902,0.621,7.69545745544871e-08,"2"
"GRB7",7.41999632387033e-12,-0.811075491762903,0.118,0.663,7.78951214079908e-08,"2"
"REEP5",8.5854801051816e-12,0.362175446293678,0.961,0.909,9.01303701441964e-08,"2"
"CYRIB",9.06212292112602e-12,-0.672860978635189,0.098,0.757,9.51341664259809e-08,"2"
"SCUBE3",9.21881518390044e-12,0.789388988260404,0.588,0.193,9.67791218005868e-08,"2"
"UQCR10",9.47012405099191e-12,0.250271957359308,0.98,0.942,9.9417362287313e-08,"2"
"LDHA",1.08967085618698e-11,0.294332442562089,0.98,0.959,1.1439364648251e-07,"2"
"POLR2L",1.13164250759168e-11,0.29952833966879,0.98,0.922,1.18799830446975e-07,"2"
"RPL9P8",1.16167372349957e-11,0.273117727738367,0.98,0.992,1.21952507492985e-07,"2"
"GALNT6",1.17240894747545e-11,0.576356707785886,0.902,0.531,1.23079491305973e-07,"2"
"CAMK2D",1.244165873352e-11,-0.832015408162855,0.02,0.584,1.30612533384493e-07,"2"
"TMEM59",1.41813960188702e-11,0.317584833688006,1,0.959,1.48876295406099e-07,"2"
"S100P",1.41883796556645e-11,-1.01119737892334,0.02,0.568,1.48949609625166e-07,"2"
"HBS1L",1.46758505445064e-11,-0.605126947871189,0.333,0.848,1.54067079016229e-07,"2"
"UBE2E3",1.64743875271573e-11,-0.656259171832289,0.137,0.716,1.72948120260098e-07,"2"
"RPS14P1",1.68175224106085e-11,-0.501074763664216,0.118,0.708,1.76550350266568e-07,"2"
"CD44",1.78753277234128e-11,0.450548221970543,0.902,0.864,1.87655190440388e-07,"2"
"GATA3",2.09857547351992e-11,0.507137069184005,0.941,0.634,2.20308453210121e-07,"2"
"EGR1",2.12218281482066e-11,0.439190433719588,0.941,0.86,2.22786751899873e-07,"2"
"SSR4",2.19325680354917e-11,0.260405514351381,0.98,0.975,2.30248099236591e-07,"2"
"ELP2",2.29184896122268e-11,0.603378256825814,0.882,0.671,2.40598303949157e-07,"2"
"SASH1",2.35955930158424e-11,-0.646039486682157,0,0.543,2.47706535480313e-07,"2"
"ETFB",2.48402303984791e-11,-0.713055986062574,0.098,0.671,2.60772738723234e-07,"2"
"UBE2V2",2.60790543798118e-11,-0.661169947107874,0.275,0.831,2.73777912879265e-07,"2"
"DNAJA2",2.68470819470208e-11,0.355778353856323,0.882,0.872,2.81840666279825e-07,"2"
"IER3",3.50319251480166e-11,0.58380988023645,0.843,0.58,3.67765150203879e-07,"2"
"COPB1",3.57569616328775e-11,0.355739367869414,0.922,0.885,3.75376583221948e-07,"2"
"IGF1R",4.0407900615614e-11,0.624202456434217,0.784,0.44,4.24202140662716e-07,"2"
"SEPTIN11",4.44063639207555e-11,-0.649591451682096,0.118,0.695,4.66178008440092e-07,"2"
"MRPL18",4.5617421405214e-11,-0.660223265957717,0.196,0.765,4.78891689911937e-07,"2"
"UCHL5",4.98090742097212e-11,-0.635622911047216,0.118,0.675,5.22895661053654e-07,"2"
"DUXAP9",5.12005166860688e-11,-0.765396531549768,0,0.531,5.3750302417035e-07,"2"
"LIMCH1",5.28568870452367e-11,-0.702440025812921,0.137,0.716,5.54891600200895e-07,"2"
"LINC01588",5.59208476395261e-11,0.822408736496787,0.569,0.206,5.87057058519745e-07,"2"
"JCHAIN",5.93854365446322e-11,0.280394396070796,0.471,0.107,6.23428312845549e-07,"2"
"SEC11C",5.98462814189032e-11,0.491206195630684,0.843,0.675,6.28266262335646e-07,"2"
"TSNAX",6.26500692733312e-11,-0.560919378677726,0.216,0.819,6.57700427231431e-07,"2"
"FHL2",6.31440233975255e-11,0.662995233522352,0.647,0.226,6.62885957627223e-07,"2"
"GSTP1",6.42608679345779e-11,-0.915655420208978,0.059,0.613,6.74610591577199e-07,"2"
"RBM25",6.46755917681297e-11,0.292213681351284,0.941,0.955,6.78964362381825e-07,"2"
"IFIT1",6.52155592019349e-11,0.75002118920989,0.529,0.144,6.84632940501912e-07,"2"
"IFI30",6.95485496067486e-11,-0.755735597591691,0.098,0.634,7.30120673771647e-07,"2"
"SPATS2L",7.1665610769303e-11,-0.638542212516828,0.098,0.683,7.52345581856143e-07,"2"
"ASAP1",7.74773892090316e-11,-0.629446834959212,0.118,0.671,8.13357631916413e-07,"2"
"GFUS",8.49519344097391e-11,-0.701553399227441,0.137,0.728,8.91825407433441e-07,"2"
"PPP1R14C",8.51164271889627e-11,-1.00811868772012,0,0.523,8.9355225262973e-07,"2"
"EMP1",8.63456416988897e-11,0.551332443337495,0.922,0.539,9.06456546554944e-07,"2"
"ATP6V0B",9.01448969815758e-11,0.261848472741789,0.98,0.951,9.46341128512583e-07,"2"
"SLC7A8",1.06826284919053e-10,0.614002988206224,0.725,0.403,1.12146233908022e-06,"2"
"NDUFB1",1.08294813704314e-10,0.262183929718377,0.941,0.918,1.13687895426789e-06,"2"
"CTNND1",1.08686324986194e-10,0.472883515036276,0.922,0.864,1.14098903970507e-06,"2"
"PHLDA1",1.14193298951756e-10,0.663614321733727,0.725,0.337,1.19880125239553e-06,"2"
"AR",1.22382181581778e-10,0.547428992963064,0.824,0.453,1.28476814224551e-06,"2"
"NPIPB15",1.24454531770763e-10,0.641282721626148,0.608,0.226,1.30652367452947e-06,"2"
"RHOBTB3",1.29368216840303e-10,0.58070677215047,0.784,0.477,1.35810754038951e-06,"2"
