"","tSNE_1","tSNE_2"
"BC07_67",-1.17838743595467,1.91660777552484
"BC07_73",-2.16501209450459,0.934065769227719
"BC07_75",-1.22209018930881,0.523609694627045
"BC07_78",-0.993045854485008,0.417871562277595
"BC07_87",-1.50948630905487,1.92219275778299
"BC07_89",-1.34405217766953,0.651679138766363
"BC07_95",-9.05719668737924,11.4305332337109
"BC08_01",-9.53462277994112,11.8144569903116
"BC08_04",-10.1414385359138,11.2673089317128
"BC08_06",-11.1705159255031,6.58361734389382
"BC08_08",-10.5985868561695,4.52761623177001
"BC08_22",-10.3738623300418,4.89084264995527
"BC08_24",-9.46332293549259,5.60568747570214
"BC08_27",-10.9008818254659,6.27015799153227
"BC08_31",-9.93820104674963,11.433385644322
"BC08_33",-10.6388591000364,5.94837526820719
"BC08_36",-10.064683446054,5.02434187304097
"BC08_48",-8.99963242881635,5.1514732275497
"BC08_51",-10.4664769126916,5.65185215783594
"BC08_54",-9.91882772263149,11.3794269334266
"BC08_56",-9.31072404156509,5.36504916685511
"BC08_59",-9.77391174625892,5.20130939817623
"BC08_70",-10.8746493810624,4.21955649350389
"BC08_73",-10.4978696906439,5.41900937351077
"BC08_88",-9.68777067204189,11.6885453558097
"BC08_94",-9.32907286011692,5.44057643148546
"BC08_95",-9.18510836885285,5.40947268129037
"BC09_13",-4.38511484780057,6.76004036336867
"BC09_44",-3.42302960070951,7.01672002472341
"BC09_50",-4.46894889139749,6.98428520902744
"BC09_70",-9.55297550964552,11.8829753951584
"BC09_Re_01",-3.44369938054954,6.98570956258871
"BC09_Re_05",-4.42597996883526,6.9060413925826
"BC09_Re_13",-4.35198182963734,5.94665337613127
"BC10_09",-10.1282594488988,3.20006616624306
"BC10_16",-9.46170896007636,3.63009817476611
"BC10_47",-9.0139344950603,2.54197317591147
"BC10_54",-9.2629477549775,2.80762834074601
"BC10_58",-9.25772860198943,3.15413077069396
"BC10_69",-10.3264994494399,3.47435286323227
"BC10_73",-9.31124892827405,3.03159424619648
"BC10_80",-9.60766032692683,2.63202074814737
"BC10_81",-10.5576629280783,3.71813800428625
"BC10_85",-9.9863478595487,2.86828318332223
"BC10_95",-10.1860872516057,3.59358524739377
"BC11_01",-0.429987565444066,6.16995482016269
"BC11_04",-6.27946749853297,6.19292868045454
"BC11_07",-5.45037174384407,6.42078202869169
"BC11_43",-5.9302762554907,6.1408599680764
"BC11_56",-6.35952426613654,6.23001959937764
"BC11_69",-4.49512578757692,4.8010676121642
"BC11_70",-4.54454829058768,5.01071634781246
"BC11_78",-4.45964603510625,4.94559418239898
"BC11_81",-4.47851503907412,4.79807345635759
"BC11_88",-5.45906835168398,6.22959001767548
